"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"1S/381/13.45","200","N","BREADINGS ROAD","2920032","08/07/2009","Wed","1707","CAR1 SBD on SH 1S lost control on curve and hit TRUCK2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), too far left/right, fatigue (drowsy, tired, fell asleep)","Dry","Twilight","Fine","Unknown","N/A","1","0","0","1526470","5160912",
"1S/381/18.424","100","S","MAIN RAKAIA ROAD","201121944","03/03/2011","Thu","1236","MOTOR CYCLE1 SBD on SH 1S overtaking hit CAR2 turning right","MOTOR CYCLE1 overtaking line of traffic or queue, overtaking vehicle signaling right turn  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","1","1","1523343","5157072",
"1S/381/18.459","40","N","NORTH RAKAIA ROAD S","2821934","01/05/2008","Thu","0725","VAN1 SBD on SH 1S hit rear of SUV2 turning right from centre line","VAN1 failed to notice indication of vehicle in front  ENV: entering or leaving other non-commercial","Dry","Overcast","Light Rain","Driveway","Nil","0","1","1","1523321","5157045",
"1S/381/19.099","600","S","NORTH RAKAIA ROAD","201122480","18/06/2011","Sat","0728","CAR1 SBD on SH 1S hit CAR2 headon on straight, CAR2 hit Bridge","CAR1 drugs suspected, too far left/right","Dry","Overcast","Fine","Unknown","N/A","0","1","1","1522906","5156558",
"1S/381/19.66","","A","RAKAIA RIV BR","2921397","01/03/2009","Sun","1855","CAR1 SBD on SH 1S hit VAN2 U-turning from opposite direction of travel","VAN2 failed to give way when turning to non-turning traffic, inattentive, impared ability due to old age  ENV: visibility limited by crest or dip","Dry","Bright Sun","Fine","Unknown","N/A","0","1","2","1522543","5156131",
"1S/381/19.66","","A","RAKAIA RIV BR","2822173","08/06/2008","Sun","0010","VAN1 SBD on SH 1S lost control but did not leave the road, VAN1 hit Bridge","VAN1 too fast for conditions, lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","N/A","0","1","0","1522543","5156131",
"1S/381/20.4","100","N","RAKAIA RIV BR S ABUT","201020032","08/06/2010","Tue","1640","SUV1 SBD on SH 1S lost control on straight and hit TRUCK2 head on, SUV1 hit Bridge, TRUCK2 hit Bridge, CAR3 hit Bridge","SUV1 failed to keep left on straight, misjudged speed, distance or position  TRUCK2 lost control  CAR3 alcohol not suspected, tested and -ve (MoT use only)  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","Nil","1","0","2","1522064","5155567",
"1S/401/0.128","250","N","RAKAIA TERRACE","201123197","28/12/2011","Wed","1215","CAR1 NBD on SH 1S changing lanes to left hit MOTOR CYCLE2 ","CAR1 didn't signal in time incorrect signal, attention diverted while trying to find intersection, didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1521891","5155363",
"1S/401/7.008","2750","S","PENDARVES RAKAIA ROAD","201020038","13/07/2010","Tue","0710","CAR1 NBD on SH 1S lost control on straight and hit TRUCK2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","N/A","1","0","1","1516739","5151123",
"1S/401/10.191","100","S","WILKINSONS ROAD","2821601","28/03/2008","Fri","0725","CAR1 NBD on SH 1S lost control; went off road to right, CAR1 went Over Bank, Traffic Sign, Tree","CAR1 too fast at temporary speed limit, lost control under heavy braking, wrong pedal, impared ability due to old age  ENV: road surface under construction or maintenance","Dry","Overcast","Fine","Unknown","N/A","0","1","1","1514041","5149480",
"1S/416/0.8","800","S","COPLANDS ROAD","201121994","29/05/2011","Sun","1520","SUV1 SBD on SH 1S overtaking hit SUV2 head on, SUV1 hit Fence","SUV1 too fast on straight, failed to notice oncoming traffic, inattentive  SUV2 suddenly swerved to avoid vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","2","4","1509535","5146749",
"1S/416/6.982","700","N","FAIRFIELD ROAD WEST","2820004","06/01/2008","Sun","2301","CAR1 NBD on SH 1S hit TRUCK2 headon on straight","CAR1 alcohol not suspected, tested and -ve (MoT use only), too far left/right, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","1","0","0","1504698","5142950",
"1S/416/8.68","","I","WORKS ROAD","2822165","06/06/2008","Fri","1740","CAR2 turning right hit by oncoming CAR1 SBD on SH 1S ","CAR2 failed to give way when turning to non-turning traffic","Dry","Twilight","Fine","T Type Junction","Give Way Sign","0","2","0","1503450","5141799",
"1S/416/8.878","200","S","WORKS ROAD","201020012","28/03/2010","Sun","0100","CAR1 NBD on SH 1S lost control; went off road to left, CAR1 hit Post Or Pole","CAR1 alcohol test above limit or test refused, lost control, new driver showed inexperience","Wet","Dark","Fine","Unknown","N/A","1","1","0","1503305","5141662",
"1S/416/9.581","500","N","MITCHAM ROAD","201020033","13/06/2010","Sun","1435","SUV1 SBD on SH 1S lost control on straight and hit CAR2 head on, CAR2 hit Fence","SUV1 fatigue (drowsy, tired, fell asleep)  CAR2 suddenly swerved to avoid vehicle  CAR3 alcohol not suspected, tested and -ve (MoT use only)","Dry","Bright Sun","Fine","Unknown","N/A","1","2","1","1502775","5141200",
"1S/416/11.086","1000","N","RACECOURSE ROAD","2921879","19/03/2009","Thu","1315","VAN1 SBD on SH 1S lost control; went off road to left, VAN1 hit Post Or Pole","VAN1 lost control, illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1501679","5140173",
"1S/430/0.131","","A","WEST STREET RAIL XING","2923154","24/10/2009","Sat","0655","VAN1 SBD on SH 1S lost control turning left","VAN1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1499137","5137761",
"1S/430/0.199","","I","EAST ST S","2923607","05/12/2009","Sat","1710","CAR2 turning right hit by oncoming MOTOR CYCLE1 SBD on SH 1S EAST ST ","CAR2 failed to give way when turning to non-turning traffic, new driver showed inexperience, worn tread on tyre","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1499109","5137699",
"1S/430/0.529","150","S","SOUTH ST","201122900","18/11/2011","Fri","1530","MOTOR CYCLE1 NBD on SH 1S hit rear end of SUV2 stop/slow for queue","MOTOR CYCLE1 following too closely","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1498876","5137472",
"1S/430/2.492","20","N","AGNES ST","201122321","12/08/2011","Fri","1440","VAN1 SBD on SH 1S hit VAN2 merging from the left","VAN2 failed to give way at driveway, emotionally upset/road rage  ENV: entering or leaving specialised liquor outlet","Wet","Overcast","Light Rain","Driveway","Nil","0","1","0","1497325","5136269",
"1S/430/3.335","","I","HASSAL ST","201022743","19/09/2010","Sun","1435","CAR1 NBD on SH 1S lost control; went off road to left, CAR1 went Over Bank, Water/River","CAR1 lost control, inattentive, driving unfamiliar vehicle","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","0","1496659","5135752",
"1S/430/3.335","","I","HASSAL ST","2921442","06/03/2009","Fri","1858","VAN1 NBD on SH 1S lost control; went off road to left, VAN1 hit Bridge, Over Bank","VAN1 lost control, fatigue due to lack of sleep","Dry","Overcast","Fine","T Type Junction","Nil","0","1","0","1496660","5135751",
"1S/430/6.058","","I","LONGBEACH ROAD","201220060","19/11/2012","Mon","1553","SUV1 NBD on SH 1S lost control on straight and hit TRUCK2 head on","SUV1 alcohol not suspected, tested and -ve (MoT use only), illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","1","0","1","1494511","5134079",
"1S/430/10.779","2000","S","WINSLOW WILLOWBY ROAD","2921396","18/02/2009","Wed","0005","CAR1 SBD on SH 1S lost control; went off road to right","CAR1 too fast on straight, inattentive, attention diverted by cell phone","Dry","Dark","Fine","Unknown","N/A","0","1","0","1490784","5131183",
"1S/447/3.469","","I","COLDSTREAM ROAD","201120026","16/05/2011","Mon","1756","MOTOR CYCLE1 SBD on SH 1S hit CAR2 turning right onto SH 1S from the left","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Twilight","Fine","T Type Junction","Nil","1","0","0","1483468","5125668",
"1S/447/12.346","2000","S","GIDDINGS ROAD","201121878","23/03/2011","Wed","1600","CAR1 EBD on SH 1S lost control; went off road to right, CAR1 hit Cliff Bank","CAR1 lost control, illness with no warning (eg heart attack)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1475141","5122595",
"1S/447/14.787","500","W","EALING ROAD","201221402","10/03/2012","Sat","2140","CAR1 SBD on SH 1S lost control on straight and hit TRUCK2 head on","CAR1 alcohol test result unknown, too fast on straight, lost control","Dry","Dark","Fine","Unknown","N/A","0","1","0","1472910","5121626",
"1S/462/3.582","100","N","SH 79","201022933","23/10/2010","Sat","1500","MOTOR CYCLE1 NBD on SH 1S hit rear of CAR2 turning right from centre line","MOTOR CYCLE1 failed to notice car slowing, failed to notice indication of vehicle in front  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1469543","5119431",
"1S/465/0","","I","SH 79","2923656","31/12/2009","Thu","1030","CAR1 NBD on SH 1S lost control; went off road to left, CAR1 hit Tree, Ditch","CAR1 alcohol test result unknown, fatigue due to lack of sleep","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1469468","5119365",
"1S/465/7.109","150","N","ARUNDEL BELFIELD ROAD","201020069","18/11/2010","Thu","1308","SUV1 NBD on SH 1S lost control on curve and hit TRUCK2 head on","SUV1 alcohol not suspected, tested and -ve (MoT use only), medical illness (not sudden eg flu)","Dry","Bright Sun","Fine","Unknown","N/A","1","0","1","1464870","5114147",
"1S/465/8.674","400","S","FARM ROAD","201020074","08/12/2010","Wed","1203","SUV1 SBD on SH 1S lost control on straight and hit BUS2 head on","SUV1 alcohol not suspected, tested and -ve (MoT use only), too far left/right, fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","Unknown","N/A","1","0","1","1464980","5112704",
"1S/465/10.527","","I","MUFF ROAD","201121413","30/03/2011","Wed","1845","CAR1 NBD on SH 1S hit CAR2 headon on straight","CAR1 alcohol test result unknown, lost control  CAR2 suddenly swerved to avoid vehicle","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","3","1463820","5111323",
"1S/465/13.982","","A","BARKERS RAIL XING","2921706","06/04/2009","Mon","1630","CAR1 SBD on SH 1S hit train, CAR1 hit Train","CAR1 did not stop at flashing red lights (rly xing), inattentive","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","1","0","1462911","5107996",
"1S/481/0.836","400","S","RISE ROAD","201121292","19/03/2011","Sat","0745","SUV1 NBD on SH 1S lost control on curve and hit TRUCK2 head on","SUV1 too far left/right, lost control, fatigue (drowsy, tired, fell asleep)","Wet","Twilight","Light Rain","Unknown","N/A","0","1","1","1462380","5105290",
"1S/481/6.041","50","S","EWEN ROAD","2823623","10/12/2008","Wed","1710","SUV1 NBD on SH 1S hit PEDESTRIAN crossing road from right side","WHEELED PEDESTRIAN2 failed to give way when waved through by other driver","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1462352","5100198",
"1S/481/6.374","","I","REDWOOD ST","201121964","21/06/2011","Tue","1000","CAR1 NBD on SH 1S hit VAN2 turning right onto SH 1S from the left","CAR1 suddenly swerved to avoid vehicle  VAN2 failed to give way at give way sign, foot slipped or got caught under pedal","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","1","1","1462328","5099898",
"1S/481/7.282","","I","KING ST","201121500","31/03/2011","Thu","0650","CAR2 turning right hit by oncoming CAR1 SBD on SH 1S ","CAR2 failed to give way when turning to non-turning traffic, misjudged speed of own vehicle, new driver showed inexperience  ENV: markings necessary","Dry","Dark","Mist","T Type Junction","Give Way Sign","0","1","1","1462426","5099015",
"1S/481/7.886","","A","TEMUKA RIV BR","201122724","20/10/2011","Thu","1300","TRUCK1 NBD on SH 1S lost control on straight and hit TRUCK2 head on","TRUCK1 lost control, mechanical","Dry","Overcast","Fine","Unknown","N/A","0","2","0","1462357","5098440",
"1S/481/8.001","","I","STATION ROAD","201122725","05/10/2011","Wed","1630","SUV1 EBD on STATION ROAD lost control on curve and hit TRUCK2 head on","SUV1 alcohol test above limit or test refused, lost control when turning","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1462316","5098332",
"1S/481/8.888","200","N","OPIHI RIV BR","2921286","18/01/2009","Sun","1745","VAN1 NBD on SH 1S hit rear end of CAR2 stopped/moving slowly","VAN1 following too closely, failed to notice car slowing","Dry","Bright Sun","Fine","Unknown","N/A","0","1","4","1461884","5097561",
"1S/481/10.908","","I","AROWHENUA STATION ROAD","201222175","01/07/2012","Sun","1045","MOTOR CYCLE1 SBD on SH 1S hit CAR2 turning right onto SH 1S from the left","CAR2 failed to give way at give way sign, didnt see/look when visibility obstructed by other vehicles","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1461145","5095696",
"1S/481/11.91","1000","S","AROWHENUA STATION ROAD","2922035","11/05/2009","Mon","0809","SUV1 SBD on SH 1S hit rear of TRUCK2 turning right from centre line","SUV1 failed to notice indication of vehicle in front  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1460933","5094719",
"1S/481/12.105","650","N","DOMINION ROAD","201122186","12/07/2011","Tue","0006","CAR1 SBD on SH 1S lost control; went off road to left, CAR1 hit Fence, Tree","CAR1 alcohol test result unknown, emotionally upset/road rage, intentional collision","Dry","Dark","Fine","Unknown","N/A","0","1","0","1460891","5094526",
"1S/481/12.755","","I","DOMINION ROAD","2821479","01/02/2008","Fri","1730","SUV1 WBD on DOMINION ROAD hit CAR2 crossing at right angle from right","SUV1 failed to give way at stop sign, didnt see/look when visibility obstructed by other vehicles","Wet","Twilight","Light Rain","X Type Junction","Stop Sign","0","1","0","1460752","5093891",
"1S/481/13.831","","I","LYNCH ROAD","201123201","16/12/2011","Fri","1411","TRUCK1 SBD on SH 1S hit CAR2 merging from the right","CAR2 failed to give way at stop sign, misjudged speed etc of vehicle coming from another dirn with right of way, impared ability due to old age","Wet","Overcast","Light Rain","T Type Junction","Stop Sign","0","1","1","1460532","5092838",
"1S/481/14.333","500","S","LYNCH ROAD","2923150","07/11/2009","Sat","0900","CAR1 NBD on SH 1S hit parked veh, CAR1 hit Parked Vehicle","CAR1 suddenly swerved to avoid vehicle, didnt see/look when visibility obstructed by other vehicles, new driver showed inexperience  PEDESTRIAN3 pedestrian pushing, working on or unloading vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1460425","5092349",
"1S/481/15.96","300","S","BROSNAN ROAD","2822496","26/07/2008","Sat","2120","CAR1 SBD on SH 1S overtaking CAR2  CAR1 hit Ditch","CAR1 alcohol test above limit or test refused, lost control","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1460033","5090771",
"1S/481/16.514","","I","DIVAN ROAD","201220051","20/10/2012","Sat","1455","SUV1 NBD on SH 1S hit CAR2 turning right onto SH 1S from the left","CAR2 failed to give way at stop sign, didnt see/look when visibility obstructed by other vehicles","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","1","1","2","1459886","5090235",
"1S/481/17.307","140","N","KENNELS ROAD","201020052","21/09/2010","Tue","1925","CAR1 SBD on SH 1S hit PEDESTRIAN walking with traffic","PEDESTRIAN2 Intoxicated non-driver, pedestrian playing on road or unnecessarily on road, pedestrian wearing dark clothing","Dry","Dark","Fine","Unknown","N/A","1","0","0","1459677","5089470",
"1S/481/17.447","","I","KENNELS ROAD","201121173","10/01/2011","Mon","1115","CAR1 SBD on SH 1S hit rear of CAR2 turning right from left side, CAR1 hit Fence","CAR2 failed to give way when turning to non-turning traffic","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","1","1459640","5089335",
"1S/481/19.318","300","N","SH 8","2823569","15/10/2008","Wed","1730","CYCLIST1 (Age 28)NBD on SH 1S hit parked veh, CYCLIST1 hit Parked Vehicle","CAR2 too far left/right, inattentive","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1459551","5087506",
"1S/501/0.103","30","N","WASHDYKE FLAT ROAD","2822305","07/06/2008","Sat","1815","CAR1 SBD on SH 1S hit rear of left turning CAR2  CAR2 hit Parked Vehicle","CAR1 failed to notice car slowing, attention diverted by passengers  ENV: entering or leaving service station","Wet","Dark","Fine","Driveway","Nil","0","1","1","1459603","5087106",
"1S/501/0.265","","I","MEADOWS ROAD","2822304","05/04/2008","Sat","0645","CAR1 SBD on SH 1S hit TRUCK2 turning right onto SH 1S from the left","CAR1 new driver showed inexperience, fatigue (drowsy, tired, fell asleep)","Wet","Dark","Light Rain","T Type Junction","Give Way Sign","0","3","0","1459634","5086947",
"1S/501/3.334","","I","HOBBS ST","201222289","01/08/2012","Wed","1830","VAN2 turning right hit by oncoming SUV1 NBD on SH 1S ","SUV1 too far left/right","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1459664","5084194",
"1S/501/3.841","25","S","CAMPBELL ST","2922680","04/08/2009","Tue","1430","CAR1 SBD on SH 1S lost control turning left","CAR1 lost control when turning, illness with no warning (eg heart attack)","Dry","Overcast","Fine","T Type Junction","Nil","0","1","0","1459809","5083721",
"1S/501/3.996","50","S","TE WEKA ST","2822791","29/08/2008","Fri","1700","CAR1 NBD on SH 1S hit PEDESTRIAN crossing road from left side, CAR1 went Over Bank","CAR1 attention diverted by driver dazzled by sun/lights  PEDESTRIAN2 stepped out from behind vehicle  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1459933","5083628",
"1S/506/0.015","15","S","SEFTON ST EAST","201023312","09/12/2010","Thu","1515","CAR1 SBD on SH 1S hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","1","0","1460439","5082967",
"1S/506/1.998","","I","DOMAIN AVENUE","2822166","18/05/2008","Sun","2300","CAR1 NBD on SH 1S KING hit CAR2 turning right onto SH 1S KING from the left","CAR1 did not stop at steady red light, failed to notice traffic lights, wrong pedal  ENV: fog or mist","Wet","Dark","Mist","X Type Junction","Traffic Signal","0","1","1","1460632","5081028",
"1S/506/5.752","250","N","TALBOTS ROAD","2922815","12/09/2009","Sat","1700","CAR1 SBD on SH 1S lost control on straight and hit SUV2 head on","CAR1 lost control, new driver showed inexperience, fatigue due to lack of sleep  SUV2 suddenly braked, suddenly swerved to avoid vehicle","Dry","Overcast","Fine","Unknown","N/A","0","2","0","1459669","5077685",
"1S/506/7.605","800","S","DANIELS ROAD","201020039","25/07/2010","Sun","0200","TRUCK1 SBD on SH 1S hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Dark","Fine","Unknown","N/A","1","0","0","1459274","5075890",
"1S/516/2.735","","I","PAREORA AVENUE","201023314","09/12/2010","Thu","1525","CAR1 WBD on PAREORA AVENUE hit CAR2 crossing at right angle from right","CAR1 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Stop Sign","0","2","0","1457018","5072600",
"1S/516/3.253","50","N","SANDS ROAD","2821311","28/01/2008","Mon","1522","CAR1 SBD on SH 1S changing lanes/overtaking to right hit CYCLIST2 (Age 17)","CYCLIST2 didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1456984","5072086",
"1S/520/2.078","200","S","GALLETLYS ROAD","201120044","09/10/2011","Sun","1435","CAR1 NBD on SH 1S lost control on curve and hit TRUCK2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), emotionally upset/road rage, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","1","0","0","1456987","5069755",
"1S/532/1.338","630","S","GRANGE ROAD","2821984","19/04/2008","Sat","0446","CAR1 SBD on SH 1S lost control; went off road to right","CAR1 alcohol test above limit or test refused, fatigue due to lack of sleep","Dry","Dark","Fine","Unknown","N/A","0","1","0","1452908","5059015",
"1S/544/4.365","380","S","MITCHELLS ROAD","2923364","24/10/2009","Sat","0610","CAR1 SBD on SH 1S lost control; went off road to right, CAR1 went Over Bank, Fence","CAR1 alcohol test above limit or test refused, too fast on straight, fatigue due to lack of sleep","Dry","Dark","Fine","Unknown","N/A","0","1","0","1450955","5044491",
"1S/544/6.985","3000","S","MITCHELLS ROAD","2823242","28/10/2008","Tue","1355","CAR1 NBD on SH 1S lost control; went off road to right, CAR1 hit Post Or Pole","CAR1 lost control","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1450148","5041998",
"1S/544/11.288","","A","HORSNELLS ROAD","2821595","24/03/2008","Mon","2212","VAN1 SBD on SH 1S hit VAN2 headon on straight","VAN1 alcohol test below limit, drugs suspected, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","1","0","1449446","5037767",
"1S/544/14.328","300","S","BROAD GULLY ROAD","2922367","08/06/2009","Mon","2300","CAR1 NBD on SH 1S cutting corner hit CAR2 head on","CAR1 alcohol test below limit, too far left/right, overseas/migrant driver failed to adjust to NZ road rules and road conditions  CAR2 suddenly swerved to avoid vehicle  ENV: visibility limited by crest or dip","Dry","Dark","Fine","Unknown","N/A","0","1","1","1448331","5034966",
"1S/560/7.223","850","S","CARROLLS ROAD","201220025","08/05/2012","Tue","1635","CAR1 SBD on SH 1S lost control on straight and hit TRUCK2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","Unknown","N/A","1","0","0","1449686","5026317",
"1S/560/9.446","500","S","GLENAVY TAWAI ROAD","2820055","16/08/2008","Sat","1215","VAN1 NBD on SH 1S lost control; went off road to left, VAN1 hit Fence, Phone Box Etc., Tree","VAN1 alcohol test result unknown, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","1","0","0","1450125","5024160",
"1S/560/9.809","110","N","WAITAKI RIV BR N ABT","201020016","09/04/2010","Fri","1224","CAR1 SBD on SH 1S lost control while overtaking","CAR1 alcohol suspected, too fast entering corner, failed to notice car slowing, attention diverted by passengers, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","1","1","1","1450142","5023798",
"1S/569/1.44","1000","S","WAITAKI RIV BR","201122602","30/07/2011","Sat","1330","TRUCK1 NBD on SH 1S hit PEDESTRIAN","TRUCK1 too far left/right","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1449887","5022242",
"1S/569/1.918","1000","S","WAITAKI RIV BR","2822458","18/07/2008","Fri","1631","CAR1 NBD on SH 1S hit TRUCK2 headon on straight","CAR1 failed to keep left on straight, inattentive, attention diverted","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1449683","5021811",
"1S/569/8.484","200","S","HILDERTHORPE ROAD","201120038","02/09/2011","Fri","1316","VAN1 NBD on SH 1S hit CAR2 headon on straight","VAN1 failed to keep left on straight","Dry","Bright Sun","Fine","Unknown","N/A","1","1","1","1446875","5015875",
"1S/569/11.039","","I","YORK ST","201020024","13/05/2010","Thu","0350","MOTOR CYCLE1 NBD on SH 1S hit TRUCK2 turning right onto SH 1S from the left","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only)  TRUCK2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction  ENV: road slippery (rain), fog or mist","Wet","Dark","Mist","T Type Junction","Stop Sign","1","0","0","1445781","5013567",
"1S/569/12.687","50","S","MCENEANY ROAD","2821300","31/01/2008","Thu","1100","CAR2 turning right hit by oncoming CAR1 NBD on SH 1S ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving private house / farm","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1445081","5012076",
"1S/569/13.332","400","N","WORKS ROAD","2820090","26/12/2008","Fri","1730","CAR1 SBD on SH 1S lost control turning right, CAR1 went Over Bank, Tree on right hand bend ","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","1","0","0","1444764","5011520",
"1S/569/13.635","","I","SH 83","201122585","05/10/2011","Wed","1430","SUV1 NBD on SH 1S hit SUV2 turning right onto SH 1S from the left","SUV1 too fast to give way at intersection, failed to give way at give way sign, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","2","0","1444503","5011363",
"1S/583/1.713","100","S","ORBELL ROAD","201023023","05/11/2010","Fri","0113","MOPED1 SBD on SH 1S hit PEDESTRIAN, MOPED1 hit Parked Vehicle","MOPED1 motor vehicle in cycle lane, inattentive, attention diverted by driver dazzled by sun/lights  PEDESTRIAN2 pedestrian playing on road or unnecessarily on road, pedestrian wearing dark clothing","Dry","Dark","Fine","Unknown","N/A","0","1","1","1443570","5009930",
"1S/583/2.522","30","N","T Y DUNCAN ROAD","201023330","14/08/2010","Sat","2249","CAR1 SBD on SH 1S hit CAR2 doing driveway manoeuvre","CAR2 alcohol test above limit or test refused, failed to give way at driveway, showing off wheelspins etc  ENV: entering or leaving private house / farm","Wet","Dark","Light Rain","Driveway","Nil","0","1","1","1443144","5009243",
"1S/583/2.902","350","S","T Y DUNCAN ROAD","201022581","06/09/2010","Mon","2100","CAR1 SBD on SH 1S lost control; went off road to right, CAR1 hit Post Or Pole","CAR1 lost control, attention diverted by cigarette etc","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1442944","5008919",
"1S/583/3.081","","I","RUSSELL ROAD","2820013","02/02/2008","Sat","2300","CAR1 SBD on SH 1S lost control; went off road to left, CAR1 hit Cliff Bank","CAR1 alcohol test below limit, drugs suspected, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","T Type Junction","Give Way Sign","1","0","0","1442849","5008768",
"1S/583/5.707","40","N","ARUNDEL ST","201021966","12/06/2010","Sat","1441","CAR1 NBD on SH 1S hit Parked Vehicle while manoeuvring","CAR1 lost control, incorrect use of vehicle controls","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1441468","5006534",
"1S/583/5.747","","I","ARUNDEL ST","2822427","19/06/2008","Thu","0851","CYCLIST1 (Age 16)NBD on SH 1S hit CAR2 turning right onto SH 1S from the left","CAR2 failed to give way at give way sign, attention diverted by other traffic, new driver showed inexperience","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1441447","5006500",
"1S/583/6.156","40","N","CALEDONIAN ROAD","201221679","25/04/2012","Wed","1710","CAR2 SBD on SH 1S opened door into path of another party, CYCLIST1 hit Parked Vehicle","CAR2 didnt see/look behind when opening door or leaving vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1441231","5006153",
"1S/583/6.591","","I","LYNN ST","2921486","28/03/2009","Sat","0245","TRUCK1 SBD on SH 1S hit PEDESTRIAN crossing road from left side","TRUCK1 suddenly swerved to avoid pedestrian  PEDESTRIAN2 Intoxicated non-driver, crossing road, running heedless of traffic  PEDESTRIAN3 Intoxicated non-driver, crossing road misjudged speed and/or distance of vehicle","Dry","Dark","Fine","T Type Junction","Nil","0","2","0","1441001","5005783",
"1S/583/7.102","","I","ORWELL ST","201020041","23/07/2010","Fri","1430","CAR1 NBD on SH 1S hit CAR2 merging from the left, CAR2 hit Tree","CAR2 failed to give way at give way sign  ENV: road slippery (rain)","Wet","Overcast","Light Rain","X Type Junction","Give Way Sign","1","0","0","1440733","5005349",
