"meshblockID" "urbanRural" "code"
2280902 "Independent Urban Area" "B"
2126900 "Main urban area" "A"
2155000 "Main urban area" "A"
2719305 "Satellite Urban Area" "C"
2468700 "Rural area with moderate urban influence" "E"
2709000 "Main urban area" "A"
2812700 "Highly rural/remote area" "G"
3039522 "Independent Urban Area" "B"
2839000 "Independent Urban Area" "B"
3173403 "Highly rural/remote area" "G"
2838900 "Independent Urban Area" "B"
3015600 "Highly rural/remote area" "G"
2113900 "Main urban area" "A"
2129100 "Main urban area" "A"
2127900 "Main urban area" "A"
2838800 "Independent Urban Area" "B"
2186900 "Main urban area" "A"
2311100 "Highly rural/remote area" "G"
2835700 "Independent Urban Area" "B"
2401102 "Rural area with low urban influence" "F"
2842000 "Independent Urban Area" "B"
2403006 "Rural area with moderate urban influence" "E"
2416000 "Independent Urban Area" "B"
2416200 "Independent Urban Area" "B"
2311802 "Independent Urban Area" "B"
2415902 "Independent Urban Area" "B"
2416100 "Independent Urban Area" "B"
2837400 "Independent Urban Area" "B"
3039510 "Independent Urban Area" "B"
2253503 "Independent Urban Area" "B"
2253203 "Independent Urban Area" "B"
79009 "Rural area with moderate urban influence" "E"
2007900 "Main urban area" "A"
1885100 "Highly rural/remote area" "G"
173313 "Main urban area" "A"
2247100 "Independent Urban Area" "B"
2400901 "Highly rural/remote area" "G"
2007000 "Main urban area" "A"
2403002 "Independent Urban Area" "B"
181107 "Main urban area" "A"
2007100 "Main urban area" "A"
2238000 "Independent Urban Area" "B"
2695600 "Main urban area" "A"
352900 "Main urban area" "A"
2238800 "Independent Urban Area" "B"
2255900 "Rural area with moderate urban influence" "E"
2575600 "Main urban area" "A"
510800 "Main urban area" "A"
1998000 "Rural area with high urban influence" "D"
2250800 "Independent Urban Area" "B"
2695800 "Main urban area" "A"
1568000 "Main urban area" "A"
1624200 "Highly rural/remote area" "G"
239803 "Main urban area" "A"
2695700 "Main urban area" "A"
2247000 "Independent Urban Area" "B"
1571400 "Main urban area" "A"
2255400 "Highly rural/remote area" "G"
1556305 "Main urban area" "A"
446802 "Main urban area" "A"
2265000 "Rural area with moderate urban influence" "E"
2238900 "Independent Urban Area" "B"
1556209 "Main urban area" "A"
2696200 "Main urban area" "A"
1580500 "Main urban area" "A"
278510 "Main urban area" "A"
2572500 "Main urban area" "A"
1575900 "Main urban area" "A"
1557807 "Main urban area" "A"
589300 "Main urban area" "A"
1571500 "Main urban area" "A"
2696300 "Main urban area" "A"
1573300 "Main urban area" "A"
2548900 "Main urban area" "A"
1573400 "Main urban area" "A"
1023200 "Highly rural/remote area" "G"
1576900 "Main urban area" "A"
1556806 "Main urban area" "A"
1568200 "Main urban area" "A"
1566400 "Main urban area" "A"
2366501 "Highly rural/remote area" "G"
2238200 "Independent Urban Area" "B"
2007701 "Main urban area" "A"
2248700 "Independent Urban Area" "B"
1955100 "Main urban area" "A"
2285002 "Highly rural/remote area" "G"
1948300 "Main urban area" "A"
2569400 "Main urban area" "A"
1943101 "Main urban area" "A"
2529705 "Main urban area" "A"
1956600 "Main urban area" "A"
1564800 "Rural area with low urban influence" "F"
1566500 "Main urban area" "A"
1576300 "Main urban area" "A"
1942900 "Main urban area" "A"
1566700 "Main urban area" "A"
1488300 "Main urban area" "A"
77500 "Rural area with moderate urban influence" "E"
1955600 "Main urban area" "A"
1486500 "Main urban area" "A"
175116 "Main urban area" "A"
1955200 "Main urban area" "A"
1475400 "Main urban area" "A"
214700 "Main urban area" "A"
1496100 "Main urban area" "A"
316300 "Main urban area" "A"
1486700 "Main urban area" "A"
226903 "Main urban area" "A"
1479700 "Main urban area" "A"
1046501 "Rural area with low urban influence" "F"
1487400 "Main urban area" "A"
280807 "Main urban area" "A"
1472401 "Main urban area" "A"
375800 "Main urban area" "A"
601700 "Main urban area" "A"
2285002 "Highly rural/remote area" "G"
2285002 "Highly rural/remote area" "G"
1496700 "Main urban area" "A"
1746901 "Rural area with low urban influence" "F"
1837603 "Main urban area" "A"
1836800 "Main urban area" "A"
1839820 "Main urban area" "A"
1839511 "Main urban area" "A"
1839831 "Main urban area" "A"
1838202 "Main urban area" "A"
74102 "Rural area with high urban influence" "D"
1839819 "Main urban area" "A"
173114 "Main urban area" "A"
1838301 "Main urban area" "A"
1043701 "Highly rural/remote area" "G"
346600 "Main urban area" "A"
401400 "Main urban area" "A"
482900 "Main urban area" "A"
272900 "Main urban area" "A"
579100 "Main urban area" "A"
718300 "Main urban area" "A"
1841202 "Main urban area" "A"
1837700 "Main urban area" "A"
3066100 "Independent Urban Area" "B"
3062900 "Independent Urban Area" "B"
3192800 "Highly rural/remote area" "G"
3003300 "Highly rural/remote area" "G"
2989700 "Independent Urban Area" "B"
3074600 "Rural area with moderate urban influence" "E"
3066200 "Independent Urban Area" "B"
3052900 "Rural area with moderate urban influence" "E"
3062500 "Independent Urban Area" "B"
3051703 "Independent Urban Area" "B"
3051704 "Rural area with low urban influence" "F"
2989800 "Independent Urban Area" "B"
3053702 "Highly rural/remote area" "G"
3003603 "Highly rural/remote area" "G"
3072300 "Rural area with low urban influence" "F"
3061700 "Independent Urban Area" "B"
3066000 "Independent Urban Area" "B"
3062600 "Independent Urban Area" "B"
3074200 "Highly rural/remote area" "G"
3065500 "Independent Urban Area" "B"
2977702 "Main urban area" "A"
2954500 "Main urban area" "A"
2970200 "Main urban area" "A"
2953100 "Main urban area" "A"
2952700 "Main urban area" "A"
2952800 "Main urban area" "A"
2980202 "Main urban area" "A"
2954600 "Main urban area" "A"
2954202 "Main urban area" "A"
2953500 "Main urban area" "A"
1190807 "Main urban area" "A"
952032 "Main urban area" "A"
1098300 "Rural area with low urban influence" "F"
1161506 "Main urban area" "A"
1169500 "Main urban area" "A"
1189500 "Highly rural/remote area" "G"
1098000 "Rural area with low urban influence" "F"
1206705 "Main urban area" "A"
1169900 "Main urban area" "A"
1167500 "Main urban area" "A"
1205054 "Main urban area" "A"
1171900 "Main urban area" "A"
1205058 "Main urban area" "A"
1168300 "Main urban area" "A"
1099100 "Rural area with low urban influence" "F"
952031 "Main urban area" "A"
951702 "Main urban area" "A"
951910 "Main urban area" "A"
1204709 "Main urban area" "A"
951908 "Main urban area" "A"
967500 "Main urban area" "A"
985804 "Main urban area" "A"
967700 "Main urban area" "A"
967203 "Main urban area" "A"
1125001 "Highly rural/remote area" "G"
967601 "Main urban area" "A"
660500 "Main urban area" "A"
967402 "Main urban area" "A"
735500 "Main urban area" "A"
860300 "Rural area with high urban influence" "D"
708800 "Main urban area" "A"
748100 "Main urban area" "A"
666100 "Main urban area" "A"
709700 "Main urban area" "A"
739902 "Main urban area" "A"
765108 "Rural area with high urban influence" "D"
985902 "Main urban area" "A"
967901 "Main urban area" "A"
1008100 "Independent Urban Area" "B"
1005102 "Independent Urban Area" "B"
1005800 "Independent Urban Area" "B"
1008701 "Independent Urban Area" "B"
1151800 "Rural area with low urban influence" "F"
713900 "Main urban area" "A"
667700 "Main urban area" "A"
1005500 "Independent Urban Area" "B"
823300 "Satellite Urban Area" "C"
1008500 "Independent Urban Area" "B"
817101 "Satellite Urban Area" "C"
1005400 "Independent Urban Area" "B"
822000 "Satellite Urban Area" "C"
1068400 "Highly rural/remote area" "G"
817002 "Satellite Urban Area" "C"
825700 "Satellite Urban Area" "C"
821101 "Satellite Urban Area" "C"
821002 "Satellite Urban Area" "C"
1009200 "Independent Urban Area" "B"
1008600 "Independent Urban Area" "B"
62105 "Rural area with high urban influence" "D"
128000 "Highly rural/remote area" "G"
160500 "Main urban area" "A"
515004 "Satellite Urban Area" "C"
812400 "Rural area with moderate urban influence" "E"
247800 "Main urban area" "A"
821900 "Satellite Urban Area" "C"
254800 "Main urban area" "A"
528100 "Main urban area" "A"
617500 "Main urban area" "A"
264700 "Main urban area" "A"
2573102 "Main urban area" "A"
2543900 "Main urban area" "A"
2535600 "Main urban area" "A"
2690900 "Main urban area" "A"
64700 "Rural area with high urban influence" "D"
2573300 "Main urban area" "A"
2574300 "Main urban area" "A"
147311 "Area outside urban/rural profile" "Z"
2515500 "Main urban area" "A"
2529803 "Main urban area" "A"
162100 "Main urban area" "A"
2572401 "Main urban area" "A"
2682800 "Main urban area" "A"
181606 "Area outside urban/rural profile" "Z"
2679300 "Main urban area" "A"
2559700 "Main urban area" "A"
225902 "Main urban area" "A"
2690300 "Main urban area" "A"
2516100 "Main urban area" "A"
411800 "Main urban area" "A"
2573200 "Main urban area" "A"
2601800 "Main urban area" "A"
236816 "Main urban area" "A"
448302 "Main urban area" "A"
567800 "Main urban area" "A"
2465000 "Rural area with moderate urban influence" "E"
2671100 "Main urban area" "A"
2679800 "Main urban area" "A"
2535800 "Main urban area" "A"
2483810 "Main urban area" "A"
2499902 "Main urban area" "A"
2484615 "Main urban area" "A"
2719301 "Rural area with high urban influence" "D"
2485418 "Main urban area" "A"
2484614 "Main urban area" "A"
2126000 "Main urban area" "A"
2483806 "Main urban area" "A"
2025500 "Main urban area" "A"
65300 "Rural area with low urban influence" "F"
2484616 "Main urban area" "A"
2112102 "Main urban area" "A"
133429 "Rural area with low urban influence" "F"
2137105 "Area outside urban/rural profile" "Z"
164202 "Main urban area" "A"
2114400 "Main urban area" "A"
187100 "Main urban area" "A"
2115301 "Main urban area" "A"
1047007 "Independent Urban Area" "B"
2352600 "Rural area with moderate urban influence" "E"
1046501 "Rural area with low urban influence" "F"
2110008 "Main urban area" "A"
535000 "Main urban area" "A"
646900 "Main urban area" "A"
2500200 "Main urban area" "A"
681333 "Main urban area" "A"
2483807 "Main urban area" "A"
3030700 "Independent Urban Area" "B"
3033800 "Independent Urban Area" "B"
3032502 "Independent Urban Area" "B"
1795200 "Rural area with high urban influence" "D"
1799200 "Rural area with high urban influence" "D"
3032001 "Rural area with low urban influence" "F"
1527301 "Rural area with low urban influence" "F"
1795000 "Rural area with high urban influence" "D"
1794301 "Main urban area" "A"
2153900 "Main urban area" "A"
2840900 "Independent Urban Area" "B"
1759200 "Main urban area" "A"
2110200 "Main urban area" "A"
3034100 "Independent Urban Area" "B"
1791501 "Rural area with moderate urban influence" "E"
1759000 "Rural area with high urban influence" "D"
2399600 "Rural area with low urban influence" "F"
1792202 "Main urban area" "A"
3033205 "Independent Urban Area" "B"
1794900 "Rural area with high urban influence" "D"
2402701 "Rural area with moderate urban influence" "E"
3033100 "Independent Urban Area" "B"
1526400 "Rural area with low urban influence" "F"
1792302 "Main urban area" "A"
2313800 "Rural area with low urban influence" "F"
2400300 "Highly rural/remote area" "G"
1795400 "Rural area with high urban influence" "D"
1791000 "Rural area with low urban influence" "F"
1787400 "Rural area with low urban influence" "F"
1792500 "Main urban area" "A"
2428402 "Highly rural/remote area" "G"
2400200 "Rural area with low urban influence" "F"
2314100 "Rural area with low urban influence" "F"
2400100 "Highly rural/remote area" "G"
3033500 "Independent Urban Area" "B"
3034700 "Independent Urban Area" "B"
1539400 "Rural area with low urban influence" "F"
1792602 "Main urban area" "A"
1792000 "Highly rural/remote area" "G"
1792900 "Main urban area" "A"
2004000 "Main urban area" "A"
2347400 "Rural area with low urban influence" "F"
1997200 "Main urban area" "A"
2311400 "Rural area with low urban influence" "F"
2005300 "Main urban area" "A"
2308300 "Highly rural/remote area" "G"
1997000 "Main urban area" "A"
2005200 "Main urban area" "A"
1575100 "Main urban area" "A"
2005000 "Main urban area" "A"
1580200 "Main urban area" "A"
2005100 "Main urban area" "A"
1583900 "Main urban area" "A"
1572500 "Main urban area" "A"
1579600 "Main urban area" "A"
1582600 "Main urban area" "A"
1579500 "Main urban area" "A"
1579700 "Main urban area" "A"
1998407 "Highly rural/remote area" "G"
1997100 "Main urban area" "A"
1918806 "Main urban area" "A"
1901400 "Rural area with high urban influence" "D"
1949300 "Main urban area" "A"
2280401 "Highly rural/remote area" "G"
1583300 "Main urban area" "A"
1945000 "Main urban area" "A"
1575000 "Main urban area" "A"
1949200 "Main urban area" "A"
1479100 "Main urban area" "A"
1919000 "Main urban area" "A"
1485100 "Main urban area" "A"
2086401 "Main urban area" "A"
1479400 "Main urban area" "A"
1484500 "Main urban area" "A"
1472200 "Main urban area" "A"
1470207 "Main urban area" "A"
1469801 "Main urban area" "A"
117301 "Rural area with low urban influence" "F"
1478600 "Main urban area" "A"
175815 "Main urban area" "A"
309700 "Main urban area" "A"
2086501 "Main urban area" "A"
224124 "Main urban area" "A"
1956900 "Main urban area" "A"
1046701 "Independent Urban Area" "B"
543400 "Main urban area" "A"
277200 "Main urban area" "A"
602800 "Main urban area" "A"
1485500 "Main urban area" "A"
607700 "Main urban area" "A"
1478700 "Main urban area" "A"
78403 "Rural area with moderate urban influence" "E"
211700 "Rural area with high urban influence" "D"
310700 "Main urban area" "A"
224224 "Main urban area" "A"
400400 "Main urban area" "A"
532300 "Main urban area" "A"
556900 "Main urban area" "A"
593300 "Main urban area" "A"
591301 "Main urban area" "A"
74400 "Highly rural/remote area" "G"
176801 "Main urban area" "A"
214201 "Main urban area" "A"
3184302 "Area outside urban/rural profile" "Z"
338800 "Main urban area" "A"
2981902 "Highly rural/remote area" "G"
1047906 "Highly rural/remote area" "G"
3052100 "Rural area with low urban influence" "F"
545200 "Main urban area" "A"
3182800 "Rural area with low urban influence" "F"
522000 "Main urban area" "A"
3184203 "Area outside urban/rural profile" "Z"
653800 "Main urban area" "A"
2982400 "Rural area with low urban influence" "F"
587500 "Main urban area" "A"
3051601 "Rural area with low urban influence" "F"
3180500 "Rural area with moderate urban influence" "E"
3192100 "Highly rural/remote area" "G"
2909121 "Area outside urban/rural profile" "Z"
3155102 "Highly rural/remote area" "G"
3155102 "Highly rural/remote area" "G"
3155102 "Highly rural/remote area" "G"
3155102 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155102 "Highly rural/remote area" "G"
3155102 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
1020201 "Rural area with low urban influence" "F"
1010701 "Rural area with low urban influence" "F"
3155102 "Highly rural/remote area" "G"
1151701 "Independent Urban Area" "B"
1019000 "Highly rural/remote area" "G"
1352102 "Rural area with low urban influence" "F"
1148500 "Independent Urban Area" "B"
1145500 "Independent Urban Area" "B"
1258903 "Area outside urban/rural profile" "Z"
1330302 "Highly rural/remote area" "G"
1148400 "Independent Urban Area" "B"
1145200 "Independent Urban Area" "B"
1152700 "Rural area with low urban influence" "F"
1059402 "Highly rural/remote area" "G"
833900 "Highly rural/remote area" "G"
1151401 "Independent Urban Area" "B"
817902 "Satellite Urban Area" "C"
1148600 "Independent Urban Area" "B"
815502 "Rural area with high urban influence" "D"
1147000 "Independent Urban Area" "B"
1010600 "Rural area with low urban influence" "F"
841801 "Rural area with moderate urban influence" "E"
813702 "Rural area with high urban influence" "D"
811402 "Rural area with high urban influence" "D"
818100 "Satellite Urban Area" "C"
816701 "Satellite Urban Area" "C"
826804 "Rural area with moderate urban influence" "E"
1059506 "Highly rural/remote area" "G"
932500 "Rural area with low urban influence" "F"
818200 "Satellite Urban Area" "C"
811200 "Rural area with high urban influence" "D"
826902 "Rural area with high urban influence" "D"
816504 "Satellite Urban Area" "C"
1148200 "Independent Urban Area" "B"
1004101 "Highly rural/remote area" "G"
1146602 "Independent Urban Area" "B"
1303201 "Rural area with moderate urban influence" "E"
1060415 "Rural area with high urban influence" "D"
819301 "Satellite Urban Area" "C"
1060414 "Rural area with moderate urban influence" "E"
830800 "Rural area with moderate urban influence" "E"
1189302 "Rural area with high urban influence" "D"
1205064 "Main urban area" "A"
1112401 "Rural area with low urban influence" "F"
1167601 "Main urban area" "A"
1167000 "Main urban area" "A"
1204603 "Main urban area" "A"
1205093 "Main urban area" "A"
1162702 "Main urban area" "A"
1205026 "Main urban area" "A"
977202 "Main urban area" "A"
962900 "Main urban area" "A"
962700 "Main urban area" "A"
985400 "Main urban area" "A"
981001 "Main urban area" "A"
964100 "Main urban area" "A"
1192701 "Highly rural/remote area" "G"
634340 "Area outside urban/rural profile" "Z"
964300 "Main urban area" "A"
713600 "Main urban area" "A"
964200 "Main urban area" "A"
738500 "Main urban area" "A"
712402 "Main urban area" "A"
732902 "Main urban area" "A"
749001 "Main urban area" "A"
710100 "Main urban area" "A"
733100 "Main urban area" "A"
964900 "Main urban area" "A"
964800 "Main urban area" "A"
696101 "Main urban area" "A"
749002 "Main urban area" "A"
2848000 "Independent Urban Area" "B"
2830800 "Rural area with moderate urban influence" "E"
2842100 "Independent Urban Area" "B"
2844900 "Independent Urban Area" "B"
2830400 "Independent Urban Area" "B"
3038202 "Independent Urban Area" "B"
2846204 "Independent Urban Area" "B"
3038311 "Independent Urban Area" "B"
3029400 "Independent Urban Area" "B"
3031502 "Independent Urban Area" "B"
2848700 "Independent Urban Area" "B"
3038213 "Independent Urban Area" "B"
2389900 "Independent Urban Area" "B"
2398400 "Rural area with low urban influence" "F"
3031304 "Independent Urban Area" "B"
2314800 "Highly rural/remote area" "G"
2847900 "Independent Urban Area" "B"
2390900 "Independent Urban Area" "B"
2847800 "Independent Urban Area" "B"
2845700 "Independent Urban Area" "B"
2388300 "Rural area with low urban influence" "F"
2391700 "Independent Urban Area" "B"
2390000 "Independent Urban Area" "B"
2388300 "Rural area with low urban influence" "F"
2381100 "Highly rural/remote area" "G"
2391800 "Independent Urban Area" "B"
2390100 "Independent Urban Area" "B"
2397700 "Highly rural/remote area" "G"
2315100 "Highly rural/remote area" "G"
2392000 "Independent Urban Area" "B"
2391900 "Independent Urban Area" "B"
2397500 "Rural area with low urban influence" "F"
3038305 "Independent Urban Area" "B"
3038000 "Independent Urban Area" "B"
2846300 "Independent Urban Area" "B"
2842200 "Independent Urban Area" "B"
2389800 "Independent Urban Area" "B"
2311600 "Rural area with low urban influence" "F"
2287800 "Highly rural/remote area" "G"
2308100 "Highly rural/remote area" "G"
2681700 "Main urban area" "A"
2577300 "Main urban area" "A"
2560100 "Main urban area" "A"
2670100 "Main urban area" "A"
2679500 "Main urban area" "A"
2530000 "Main urban area" "A"
2682100 "Main urban area" "A"
2670900 "Main urban area" "A"
82701 "Main urban area" "A"
129200 "Rural area with low urban influence" "F"
157500 "Main urban area" "A"
218800 "Rural area with high urban influence" "D"
424400 "Main urban area" "A"
1917411 "Main urban area" "A"
1918100 "Main urban area" "A"
675500 "Main urban area" "A"
1934000 "Main urban area" "A"
2053810 "Main urban area" "A"
492300 "Main urban area" "A"
1938200 "Main urban area" "A"
2684200 "Main urban area" "A"
1987700 "Main urban area" "A"
449300 "Main urban area" "A"
2576902 "Main urban area" "A"
1931700 "Main urban area" "A"
2360400 "Main urban area" "A"
2554800 "Main urban area" "A"
604200 "Main urban area" "A"
1926900 "Main urban area" "A"
1935600 "Main urban area" "A"
2483100 "Main urban area" "A"
1986100 "Main urban area" "A"
2053703 "Main urban area" "A"
2483400 "Main urban area" "A"
1470800 "Main urban area" "A"
1473500 "Main urban area" "A"
2484609 "Main urban area" "A"
1933300 "Main urban area" "A"
1474203 "Main urban area" "A"
1929200 "Main urban area" "A"
1471100 "Main urban area" "A"
1936000 "Main urban area" "A"
1936400 "Main urban area" "A"
1462300 "Rural area with low urban influence" "F"
2499602 "Main urban area" "A"
1405600 "Main urban area" "A"
2485410 "Main urban area" "A"
1755900 "Rural area with low urban influence" "F"
1474102 "Main urban area" "A"
2150300 "Main urban area" "A"
1473600 "Main urban area" "A"
2485415 "Main urban area" "A"
1405402 "Main urban area" "A"
2125700 "Main urban area" "A"
2552205 "Main urban area" "A"
1405200 "Main urban area" "A"
1671000 "Rural area with low urban influence" "F"
2150200 "Main urban area" "A"
2108900 "Main urban area" "A"
1474103 "Main urban area" "A"
1470306 "Rural area with moderate urban influence" "E"
1405403 "Main urban area" "A"
1474204 "Main urban area" "A"
2112300 "Main urban area" "A"
2150000 "Main urban area" "A"
2125500 "Main urban area" "A"
2086101 "Main urban area" "A"
1933900 "Main urban area" "A"
1939500 "Main urban area" "A"
2109100 "Main urban area" "A"
2053701 "Main urban area" "A"
61805 "Main urban area" "A"
123100 "Rural area with moderate urban influence" "E"
2484607 "Main urban area" "A"
158804 "Main urban area" "A"
2706200 "Main urban area" "A"
343000 "Main urban area" "A"
1405300 "Main urban area" "A"
1474002 "Main urban area" "A"
1046018 "Independent Urban Area" "B"
1469704 "Main urban area" "A"
1474201 "Main urban area" "A"
1764400 "Satellite Urban Area" "C"
254900 "Main urban area" "A"
1529400 "Independent Urban Area" "B"
476100 "Main urban area" "A"
1766801 "Satellite Urban Area" "C"
2336104 "Area outside urban/rural profile" "Z"
647300 "Main urban area" "A"
1741500 "Highly rural/remote area" "G"
2279300 "Rural area with moderate urban influence" "E"
263802 "Main urban area" "A"
1760300 "Rural area with moderate urban influence" "E"
1763800 "Satellite Urban Area" "C"
1765800 "Satellite Urban Area" "C"
1533800 "Independent Urban Area" "B"
1766100 "Satellite Urban Area" "C"
1763700 "Satellite Urban Area" "C"
2284801 "Highly rural/remote area" "G"
69800 "Main urban area" "A"
2284801 "Highly rural/remote area" "G"
134301 "Rural area with low urban influence" "F"
2004302 "Main urban area" "A"
158702 "Main urban area" "A"
2003601 "Main urban area" "A"
215400 "Main urban area" "A"
2004301 "Main urban area" "A"
226200 "Main urban area" "A"
2284801 "Highly rural/remote area" "G"
1601600 "Main urban area" "A"
235200 "Main urban area" "A"
1999303 "Main urban area" "A"
1584503 "Main urban area" "A"
537000 "Main urban area" "A"
2284801 "Highly rural/remote area" "G"
1586000 "Main urban area" "A"
560000 "Main urban area" "A"
1581800 "Main urban area" "A"
596402 "Main urban area" "A"
1583202 "Main urban area" "A"
1583100 "Main urban area" "A"
1569800 "Main urban area" "A"
1602701 "Main urban area" "A"
1999302 "Main urban area" "A"
2284801 "Highly rural/remote area" "G"
1573800 "Main urban area" "A"
1584502 "Main urban area" "A"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155003 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155003 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
3155004 "Highly rural/remote area" "G"
122000 "Rural area with low urban influence" "F"
1048406 "Highly rural/remote area" "G"
306600 "Main urban area" "A"
357200 "Main urban area" "A"
398500 "Main urban area" "A"
484800 "Main urban area" "A"
651700 "Main urban area" "A"
379000 "Main urban area" "A"
588004 "Main urban area" "A"
3184202 "Area outside urban/rural profile" "Z"
3008900 "Rural area with low urban influence" "F"
3071600 "Highly rural/remote area" "G"
3008100 "Rural area with low urban influence" "F"
121900 "Rural area with moderate urban influence" "E"
3071000 "Highly rural/remote area" "G"
211002 "Rural area with high urban influence" "D"
3050900 "Rural area with low urban influence" "F"
220500 "Main urban area" "A"
2982200 "Rural area with low urban influence" "F"
358900 "Main urban area" "A"
2982300 "Rural area with low urban influence" "F"
409000 "Main urban area" "A"
391200 "Main urban area" "A"
609900 "Main urban area" "A"
265400 "Main urban area" "A"
636000 "Main urban area" "A"
3178700 "Highly rural/remote area" "G"
1117901 "Rural area with low urban influence" "F"
1115700 "Rural area with low urban influence" "F"
3050800 "Rural area with low urban influence" "F"
861800 "Rural area with low urban influence" "F"
1211604 "Rural area with moderate urban influence" "E"
1213700 "Rural area with low urban influence" "F"
1192604 "Rural area with high urban influence" "D"
960902 "Main urban area" "A"
1116500 "Rural area with low urban influence" "F"
860100 "Rural area with high urban influence" "D"
1113500 "Rural area with low urban influence" "F"
1117202 "Rural area with moderate urban influence" "E"
959105 "Main urban area" "A"
703100 "Main urban area" "A"
726200 "Main urban area" "A"
959200 "Rural area with high urban influence" "D"
712123 "Main urban area" "A"
984900 "Main urban area" "A"
731500 "Main urban area" "A"
1211500 "Rural area with moderate urban influence" "E"
959106 "Main urban area" "A"
712302 "Main urban area" "A"
712112 "Main urban area" "A"
726700 "Main urban area" "A"
732001 "Main urban area" "A"
114800 "Independent Urban Area" "B"
737103 "Main urban area" "A"
697900 "Main urban area" "A"
1048407 "Highly rural/remote area" "G"
729903 "Main urban area" "A"
748700 "Main urban area" "A"
215500 "Main urban area" "A"
703000 "Main urban area" "A"
734009 "Main urban area" "A"
356900 "Main urban area" "A"
785800 "Main urban area" "A"
730709 "Main urban area" "A"
502000 "Main urban area" "A"
488300 "Main urban area" "A"
861700 "Rural area with moderate urban influence" "E"
980600 "Main urban area" "A"
273203 "Main urban area" "A"
1211603 "Rural area with moderate urban influence" "E"
1344600 "Highly rural/remote area" "G"
1258902 "Rural area with low urban influence" "F"
711026 "Main urban area" "A"
1142100 "Independent Urban Area" "B"
299600 "Main urban area" "A"
1143700 "Independent Urban Area" "B"
1143600 "Independent Urban Area" "B"
1143400 "Independent Urban Area" "B"
730701 "Main urban area" "A"
733900 "Main urban area" "A"
634335 "Area outside urban/rural profile" "Z"
1141500 "Independent Urban Area" "B"
732601 "Main urban area" "A"
1054300 "Independent Urban Area" "B"
1140500 "Independent Urban Area" "B"
1054000 "Independent Urban Area" "B"
1141600 "Independent Urban Area" "B"
1051900 "Independent Urban Area" "B"
1052500 "Independent Urban Area" "B"
813501 "Satellite Urban Area" "C"
1052600 "Independent Urban Area" "B"
815702 "Rural area with moderate urban influence" "E"
1052100 "Independent Urban Area" "B"
1140800 "Independent Urban Area" "B"
1143500 "Independent Urban Area" "B"
1053600 "Independent Urban Area" "B"
1060406 "Rural area with low urban influence" "F"
1161104 "Main urban area" "A"
1166100 "Main urban area" "A"
1161106 "Main urban area" "A"
1205085 "Main urban area" "A"
975500 "Main urban area" "A"
1205086 "Main urban area" "A"
1161902 "Main urban area" "A"
1161300 "Main urban area" "A"
1190704 "Main urban area" "A"
1205078 "Main urban area" "A"
2627100 "Main urban area" "A"
2552702 "Main urban area" "A"
2482500 "Main urban area" "A"
2484510 "Main urban area" "A"
2704000 "Main urban area" "A"
2638300 "Main urban area" "A"
2635300 "Main urban area" "A"
2704800 "Main urban area" "A"
2485300 "Main urban area" "A"
2549700 "Main urban area" "A"
2484507 "Main urban area" "A"
2499500 "Main urban area" "A"
2122400 "Main urban area" "A"
2124300 "Main urban area" "A"
2703800 "Main urban area" "A"
2282902 "Independent Urban Area" "B"
2628800 "Main urban area" "A"
2105900 "Main urban area" "A"
2703002 "Main urban area" "A"
2484707 "Main urban area" "A"
2124200 "Main urban area" "A"
2121600 "Main urban area" "A"
2122300 "Main urban area" "A"
2105503 "Main urban area" "A"
2108502 "Main urban area" "A"
2328700 "Main urban area" "A"
2103002 "Main urban area" "A"
2281200 "Independent Urban Area" "B"
2151600 "Main urban area" "A"
2108600 "Main urban area" "A"
2286503 "Rural area with low urban influence" "F"
2335500 "Main urban area" "A"
2627200 "Main urban area" "A"
2482200 "Main urban area" "A"
2703500 "Main urban area" "A"
2550100 "Main urban area" "A"
3039807 "Rural area with low urban influence" "F"
3015000 "Highly rural/remote area" "G"
3018200 "Rural area with low urban influence" "F"
2828002 "Independent Urban Area" "B"
3038102 "Independent Urban Area" "B"
2020900 "Main urban area" "A"
2153500 "Main urban area" "A"
2122500 "Main urban area" "A"
3038308 "Rural area with low urban influence" "F"
2150800 "Main urban area" "A"
2308900 "Rural area with low urban influence" "F"
3019400 "Rural area with low urban influence" "F"
2383000 "Highly rural/remote area" "G"
3019500 "Highly rural/remote area" "G"
2382400 "Rural area with low urban influence" "F"
2380800 "Highly rural/remote area" "G"
2308800 "Highly rural/remote area" "G"
2309400 "Rural area with low urban influence" "F"
