"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","EASTING","NORTHING","NOTHING"
"30/194/0.85","850","E","SH 34 KAWERAU ROAD","2800057","20/04/2008","Sun","0230","CAR1 EBD on SH 30 lost control turning left, CAR1 hit Tree","CAR1 alcohol test above limit or test refused, lost control when turning, worn tread on tyre","Dry","Dark","Fine","Unknown","Nil","1","0","0","1921763","5782044",
"30/194/2","2000","E","SH 34","201006170","16/12/2010","Thu","2030","SUV1 WBD on SH 30 lost control turning right, SUV1 hit Cliff Bank on right hand bend ","SUV1 alcohol test result unknown, too fast for conditions, lost control due to road conditions  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","N/A","0","1","0","1922706","5782665",
"30/194/5.33","900","W","MANGAONE ROAD","201203425","03/06/2012","Sun","2103","CAR1 WBD on SH 30 lost control; went off road to right, CAR1 went Over Bank, Fence","CAR1 alcohol test result unknown, drugs suspected, too fast on straight, lost control","Dry","Dark","Fine","Unknown","N/A","0","0","2","1925378","5784541",
"30/194/6.6","50","W","BRAEMAR ROAD","201104550","08/10/2011","Sat","1340","CAR1 EBD on SH 30 lost control turning right, CAR1 went Over Bank, Tree, Water/River on right hand bend ","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","Unknown","N/A","0","0","2","1926488","5784912",
"30/194/6.9","250","E","BRAEMAR ROAD","201000132","15/10/2010","Fri","1615","SUV1 WBD on SH 30 lost control on curve and hit VAN2 head on","SUV1 too far left/right, lost control while returning to seal from unsealed shoulder  VAN2 alcohol not suspected, tested and -ve (MoT use only)","Dry","Bright Sun","Fine","Unknown","Nil","1","1","0","1926726","5784733",
"30/194/7.646","400","W","MOODY ROAD","201004112","19/07/2010","Mon","1520","VAN1 EBD on SH 30 lost control turning right, VAN1 hit Tree on right hand bend ","VAN1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1927434","5784778",
"30/205/0.209","","I","KAWERAU ROAD E","201002645","15/04/2010","Thu","1445","CAR2 turning right hit by oncoming SUV1 WBD on SH 30 ","CAR2 failed to give way when turning to non-turning traffic","Dry","Bright Sun","Fine","Y Type Junction","Nil","0","1","0","1931299","5783708",
"30/206/2.68","490","W","GALATEA ROAD","2800036","29/02/2008","Fri","0540","TRUCK2 turning right hit by oncoming CAR1 WBD on SH 30 ","CAR1 alcohol test above limit or test refused, inattentive, fatigue (drowsy, tired, fell asleep)  TRUCK2 failed to give way when turning to non-turning traffic, brakes, worn tread on tyre  ENV: entering or leaving other non-commercial","Dry","Dark","Fine","Driveway","Nil","1","0","0","1933832","5783270",
"30/206/3.27","100","E","GALATEA ROAD","201204418","14/10/2012","Sun","1720","CAR1 SBD on SH 30 lost control turning right, CAR1 hit Fence, Kerb, Traffic Sign on right hand bend ","CAR1 fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1934393","5783191",
"30/206/3.67","500","N","GALATEA ROAD","2904505","03/09/2009","Thu","0617","CAR1 NBD on SH 30 hit obstruction, CAR1 hit Stray Animal","ENV: farm animal straying","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1934696","5783452",
"30/206/6.357","30","E","MACDONALD ROAD","201101288","01/02/2011","Tue","0830","CAR1 WBD on SH 30 hit rear end of CAR2 stop/slow for queue","CAR1 following too closely","Dry","Bright Sun","Fine","Unknown","Nil","0","0","2","1936960","5784639",
"30/206/8.248","300","N","MAUNDER ROAD","2803333","19/05/2008","Mon","0930","VAN1 NBD on SH 30 lost control turning left, VAN1 hit Cliff Bank, Ditch","VAN1 attention diverted","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1938458","5785559",
"30/206/8.868","920","N","MAUNDER ROAD","201002268","06/01/2010","Wed","1641","SUV1 NBD on SH 30 lost control turning right, SUV1 hit Fence on right hand bend ","SUV1 attention diverted by animal or insect in vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1938636","5786152",
"30/206/9.948","2000","N","MAUNDER ROAD","201005222","21/10/2010","Thu","0125","CAR1 NBD on SH 30 lost control; went off road to right","CAR1 alcohol test above limit or test refused, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","N/A","0","1","0","1939374","5786924",
"30/206/10.336","1750","S","SH 2 AWAKERI","201101550","13/03/2011","Sun","0400","CAR1 EBD on SH 30 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 lost control due to road conditions  ENV: road slippery (loose material on seal)","Dry","Dark","Fine","Unknown","N/A","0","1","0","1939675","5787169",
"30/206/10.586","1500","W","SH 2 AWAKERI","201000150","24/11/2010","Wed","1435","MOTOR CYCLE1 WBD on SH 30 hit CAR2 turning right onto SH 30 from the left","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only)  CAR2 failed to give way at driveway, attention diverted, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","1","0","1","1939920","5787193",
"30/206/11.967","120","S","SH 2 AWAKERI","201104599","22/10/2011","Sat","1958","CAR1 EBD on SH 30 lost control on curve and hit VAN2 head on","CAR1 too fast entering corner, lost control under heavy braking  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1941237","5787270",
"30/206/12.024","","A","AWAKERI RAIL XING","2902056","04/04/2009","Sat","0735","CAR1 NBD on SH 30 lost control on straight and hit CAR2 head on, CAR1 hit Bridge","CAR1 alcohol test above limit or test refused, lost control, attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1941285","5787293",
"30/219/0.5","500","N","SH 2","2806448","28/09/2008","Sun","1400","CAR1 NBD on SH 30 lost control turning right, CAR1 hit Cliff Bank on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning, impared ability due to old age","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1942443","5787738",
"30/219/0.855","400","S","ANGLE ROAD","201005223","18/10/2010","Mon","1210","TRUCK1 SBD on SH 30 miscellaneous, VAN2 hit Debris","TRUCK1 wheel off","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1942633","5788038",
"30/219/1","1000","N","WHITE PINE BUSH ROAD","2904296","29/08/2009","Sat","1342","CAR1 NBD on SH 30 hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1942711","5788161",
"30/219/1.255","","I","ANGLE ROAD","201003389","08/06/2010","Tue","1400","CAR1 EBD on SH 30 hit CAR2 turning right onto SH 30 from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1942861","5788366",
"30/219/2.386","1000","S","LUXTON ROAD","2801571","15/03/2008","Sat","1239","VAN1 SBD on SH 30 lost control; went off road to left, VAN1 hit Ditch","VAN1 lost control","Dry","Bright Sun","Fine","Unknown","N/A","0","0","2","1943589","5789232",
"30/219/3.326","60","W","LUXTON ROAD","2801983","28/03/2008","Fri","","CAR1 SBD on SH 30 lost control turning left, CAR1 hit Ditch","CAR1 lost control under heavy braking, new driver showed inexperience, puncture or blowout","Dry","Dark","Fine","Unknown","N/A","0","0","2","1944214","5789930",
"30/219/4.026","480","N","TE RAHU ROAD","201202707","04/06/2012","Mon","1917","CAR1 NBD on SH 30 lost control; went off road to left, CAR1 hit Ditch","CAR1 alcohol test above limit or test refused, drugs suspected, lost control, fatigue (drowsy, tired, fell asleep)  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1944716","5790353",
"30/219/4.455","840","S","FORTUNE ROAD","2900011","20/01/2009","Tue","1040","VAN1 NBD on SH 30 hit VAN2 headon on straight","VAN1 failed to keep left on straight, attention diverted, new driver showed inexperience, stolen vehicle","Dry","Bright Sun","Fine","Unknown","Nil","1","0","2","1944878","5790750",
"30/219/4.975","320","S","FORTUNE ROAD","2802319","08/04/2008","Tue","0700","CAR1 NBD on SH 30 lost control; went off road to left, CAR1 hit Kerb","CAR1 emotionally upset/road rage, interferred with driver","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1945075","5791231",
"30/219/5.77","","I","KOPE DRAIN ROAD","201101644","17/02/2011","Thu","0810","SUV1 SBD on SH 30 hit CAR2 crossing at right angle from right","SUV1 failed to give way at driveway, didnt see/look when required to give way to ped  ENV: visibility limited by hedge or fence, entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","0","1","1945375","5791967",
"30/219/5.77","","I","KOPE DRAIN ROAD","201201133","15/02/2012","Wed","0445","CAR1 NBD on SH 30 hit obstruction, CAR1 hit Stray Animal","ENV: farm animal straying","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1945375","5791967",
"THORNTON ROAD","","I","30/219/6.715","201101001","02/01/2011","Sun","0711","SUV1 WBD on SH 30 lost control turning right on right hand bend ","SUV1 too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","4","1945964","5792584",
"30/219/6.815","100","E","THORNTON ROAD","201001410","08/02/2010","Mon","1500","CAR1 WBD on SH 30 hit rear end of VAN2 stop/slow for queue","CAR1 failed to notice car slowing","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1946060","5792557",
"30/219/6.818","","I","PAROA ROAD","2805153","16/10/2008","Thu","2040","CAR2 turning right hit by oncoming CAR1 WBD on SH 30 ","CAR2 failed to give way when turning to non-turning traffic, misjudged intentions of another party","Wet","Dark","Fine","T Type Junction","Nil","0","0","1","1946063","5792556",
"30/219/7.115","400","E","THORNTON ROAD","201002886","24/05/2010","Mon","2224","CAR1 WBD on SH 30 lost control on curve and hit CAR2 head on","CAR1 lost control when turning  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","N/A","0","0","1","1946346","5792467",
"30/219/8.265","","I","MILL ROAD","2802801","13/05/2008","Tue","1855","TRUCK1 WBD on SH 30 hit CAR2 turning right onto SH 30 from the left, TRUCK1 hit Ditch, CAR2 hit Ditch","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","2","1947470","5792199",
"30/219/9.28","","I","GATEWAY DRIVE","2903433","15/07/2009","Wed","0758","CAR1 WBD on SH 30 lost control turning right, CAR1 hit Kerb, Traffic Sign, Ditch on right hand bend ","CAR1 too fast entering corner, lost control due to road conditions","Wet","Overcast","Fine","Roundabout","Give Way Sign","0","0","1","1948453","5792001",
"30/219/9.293","","I","GATEWAY DRIVE","201201253","02/03/2012","Fri","1635","SUV1 SBD on GATEWAY DRIVE hit CAR2 crossing at right angle from right","SUV1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","Roundabout","Give Way Sign","0","0","1","1948453","5792028",
"30/219/9.333","30","E","GATEWAY DRIVE","2905722","26/12/2009","Sat","1308","CAR1 EBD on SH 30 hit rear end of CAR2 stop/slow for queue","CAR1 following too closely","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1948488","5791998",
"30A/0/0.014","","I","SH 5","2803369","17/06/2008","Tue","1545","CAR1 WBD on SH 30A hit rear end of CAR2 stop/slow for signals","CAR1 failed to notice car slowing, attention diverted","Wet","Overcast","Light Rain","T Type Junction","Traffic Signal","0","0","2","1883564","5774053",
"30A/0/0.034","20","E","SH 5","2804310","26/08/2008","Tue","1359","VAN1 EBD on SH 30A hit CYCLIST2 (Age 20)crossing","VAN1 attention diverted by other traffic, did not see or look for other party until too late  CYCLIST2 failed to give way entering roadway not from driveway or intersection","Dry","Overcast","Fine","T Type Junction","Traffic Signal","0","1","0","1883582","5774064",
"30A/0/0.136","100","W","MATAATUA ST","2802855","09/05/2008","Fri","0850","CAR1 EBD on SH 30A hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing road, running heedless of traffic  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","1","1883684","5774058",
"30A/0/0.144","130","E","SH 5","2805217","11/11/2008","Tue","1705","VAN1 WBD on SH 30A hit rear end of CAR2 stop/slow for queue","VAN1 failed to notice car slowing","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1883694","5774046",
"30A/0/0.172","200","W","TAREWA ROAD","201102926","02/06/2011","Thu","1645","CAR1 WBD on SH 30A hit rear end of CAR2 stop/slow for queue","CAR1 failed to notice car slowing, attention diverted by scenery or persons outside vehicle","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1883722","5774044",
"TAREWA ROAD","","I","PUKUATUA ST","2802839","21/05/2008","Wed","1800","CYCLIST1 (Age 27)WBD on PUKUATUA ST overtaking hit CAR2 turning right","CYCLIST1 driving or riding on footpath, headlights inadequate or no headlights, tail-lights inadequate or no tail-lights","Dry","Dark","Fine","T Type Junction","Stop Sign","0","0","1","1883922","5774035",
"30A/0/0.375","","I","TAREWA ROAD","2804180","25/07/2008","Fri","0650","VAN1 SBD on TAREWA ROAD hit PEDESTRIAN crossing road from right side","VAN1 attention diverted  PEDESTRIAN2 crossing road, pedestrian wearing dark clothing","Dry","Twilight","Fine","T Type Junction","Stop Sign","0","0","1","1883922","5774047",
"30A/0/0.51","","I","PUKUATUA ST","201101498","12/03/2011","Sat","1205","SUV1 EBD on SH 30A hit CAR2 turning right onto SH 30A from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","3","1884052","5774023",
"30A/0/0.658","50","N","ERUERA ST","201104645","29/10/2011","Sat","2140","CAR1 NBD on SH 30A lost control turning right, CAR1 hit Post Or Pole, Tree on right hand bend ","CAR1 too fast entering corner, lost control when turning, emotionally upset/road rage  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","0","1","1884055","5773848",
"30A/0/0.668","40","N","ERUERA ST","2901273","06/01/2009","Tue","2015","CAR1 NBD on SH 30A lost control turning right, CAR1 hit Cliff Bank, Kerb on right hand bend ","CAR1 too fast entering corner, lost control when turning, showing off racing","Dry","Twilight","Fine","Unknown","N/A","0","0","1","1884059","5773838",
"30A/0/0.698","10","N","ERUERA ST","2800108","26/07/2008","Sat","2140","CAR1 NBD on SH 30A lost control turning right, CAR1 hit Post Or Pole, Traffic Sign, Tree on right hand bend ","CAR1 too fast entering corner, lost control when turning, showing off racing","Wet","Dark","Light Rain","T Type Junction","Nil","1","1","1","1884078","5773816",
"RANOLF ST","","I","30A/0/1.252","2801115","28/01/2008","Mon","0922","CAR2 turning right hit by oncoming CAR1 SBD on RANOLF ST ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","0","1","1884581","5773691",
"RANOLF ST","","I","30A/0/1.252","201004215","23/08/2010","Mon","0930","CAR1 EBD on SH 30A hit CAR2 crossing at right angle from right","CAR1 did not stop at steady red light","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","0","1","1884581","5773691",
"30A/0/1.408","","I","AMOHIA ST","2904688","14/09/2009","Mon","1750","CAR2 turning right hit by oncoming CAR1 EBD on SH 30A  CAR1 hit Phone Box Etc., Post Or Pole","CAR2 failed to give way when turning to non-turning traffic, attention diverted by driver dazzled by sun/lights, didnt see/look when required to give way to traffic from another direction  ENV: dazzling sun","Dry","Twilight","Fine","X Type Junction","Traffic Signal","0","0","3","1884737","5773685",
"30A/0/1.408","","I","AMOHIA ST","201001521","18/02/2010","Thu","1952","CAR2 turning right hit by oncoming CAR1 EBD on SH 30A  CAR2 hit Traffic Island","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when visibility obstructed by other vehicles","Dry","Twilight","Fine","X Type Junction","Traffic Signal","0","0","2","1884737","5773685",
"30A/0/1.624","20","W","TUTANEKAI ST","201103210","20/06/2011","Mon","1853","VAN1 EBD on SH 30A hit PEDESTRIAN crossing road from left side","VAN1 failed to give way to ped on a xing, did not stop at steady red light, failed to notice traffic lights, attention diverted, didnt see/look when required to give way to ped  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","Traffic Signal","0","0","2","1884952","5773678",
"30A/0/1.627","5","W","TUTANEKAI ST","201002800","26/05/2010","Wed","0930","CAR1 WBD on SH 30A hit PEDESTRIAN crossing road from left side","CAR1 lost control under heavy braking, did not stop at steady red light","Wet","Overcast","Fine","T Type Junction","Traffic Signal","0","0","1","1884967","5773665",
"30A/0/1.632","","I","TUTANEKAI ST","201004165","15/09/2010","Wed","1531","SUV1 WBD on SH 30A hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing road, running heedless of traffic, crossing road not complying with traffic signal or school patrol","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","1","0","1884972","5773665",
"30A/0/1.634","10","W","TUTANEKAI ST","201000137","31/10/2010","Sun","1407","BUS1 EBD on SH 30A hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic, crossing road not complying with traffic signal or school patrol, overseas pedestrian","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","1","0","0","1884962","5773677",
"30A/0/1.644","","I","TUTANEKAI ST","201203981","09/09/2012","Sun","1145","CAR1 EBD on SH 30A hit CAR2 turning right onto SH 30A from the left","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","0","2","1884972","5773677",
"30A/0/1.644","","I","TUTANEKAI ST","201004355","15/08/2010","Sun","1000","CAR2 turning right hit by oncoming CAR1 EBD on SH 30A ","CAR2 failed to give way when turning to non-turning traffic","Wet","Overcast","Light Rain","T Type Junction","Traffic Signal","0","0","1","1884972","5773677",
"30A/0/1.644","","I","TUTANEKAI ST","201104509","24/09/2011","Sat","1139","CYCLIST1 (Age 34)EBD on SH 30A hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing road, running heedless of traffic, crossing road not complying with traffic signal or school patrol","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","2","1884972","5773677",
"30A/0/1.782","50","W","FENTON ST","2801455","10/02/2008","Sun","1214","CAR1 WBD on SH 30A hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1885122","5773659",
"FENTON ST","","I","30A/0/1.832","201001310","20/01/2010","Wed","1350","CAR1 NBD on FENTON ST hit rear of left turning SUV2 ","CAR1 following too closely  SUV2 suddenly braked","Dry","Overcast","Fine","X Type Junction","Traffic Signal","0","0","1","1885172","5773658",
"30A/0/1.832","","I","FENTON ST","2802851","04/05/2008","Sun","1520","CAR1 WBD on SH 30A hit rear end of CAR2 stop/slow for signals","CAR1 failed to notice car slowing, misjudged intentions of another party  ENV: road slippery (rain)","Wet","Overcast","Light Rain","X Type Junction","Traffic Signal","0","0","2","1885172","5773658",
"FENTON ST","","I","30A/0/1.845","201005269","17/11/2010","Wed","0830","CAR1 SBD on FENTON ST hit CAR2 crossing at right angle from right","CAR1 failed to give way to traffic approaching/crossing from the right, didnt see/look when required to give way to traffic from another direction  ENV: signs / signals damaged","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","0","1","1885173","5773670",
"30A/0/1.845","","I","FENTON ST","201005680","29/11/2010","Mon","0804","CAR2 turning right hit by oncoming CAR1 EBD on SH 30A ","CAR2 did not stop at steady red arrow","Wet","Overcast","Fine","X Type Junction","Traffic Signal","0","1","1","1885173","5773670",
"30A/0/2.067","","I","AMOHAU ST","2803824","28/06/2008","Sat","1915","CAR1 EBD on SH 30A lost control turning right, CAR1 hit Kerb, Post Or Pole on right hand bend ","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience  ENV: slippery","Wet","Dark","Fine","T Type Junction","Give Way Sign","0","0","3","1885394","5773655",
"30A/0/2.166","300","E","FENTON ST","2801513","12/02/2008","Tue","1115","VAN1 WBD on SH 30A hit rear end of CAR2 stop/slow for queue","VAN1 failed to notice car slowing, attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1885462","5773609",
"TE NGAE ROAD","","I","30A/0/2.806","201002883","02/06/2010","Wed","","CAR1 NBD on SH 30A hit CAR2 turning right onto SH 30A from the left","CAR2 failed to give way at stop sign, misjudged speed etc of vehicle coming from another dirn with right of way","Wet","Overcast","Light Rain","T Type Junction","Stop Sign","0","0","1","1885614","5773003",
"30A/0/3.021","190","N","MARGUERITA ST","201203356","28/05/2012","Mon","0500","CYCLIST1 (Age 61)SBD on SH 30A hit CAR2 turning right onto SH 30A from the left","CAR2 failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: road slippery (rain), entering or leaving other commercial","Wet","Dark","Light Rain","Driveway","Give Way Sign","0","0","1","1885731","5772812",
"30A/0/3.457","170","W","SH 30 SALA","201001094","21/01/2010","Thu","1604","CAR1 EBD on SH 30A TE NGAE hit rear end of VAN2 stop/slow for queue","CAR1 too fast on straight, following too closely, failed to notice car slowing","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1886052","5772554",
"30A/0/3.606","","I","SH 30 SALA","201202710","02/06/2012","Sat","1245","VAN1 EBD on SH 30A TE NGAE hit rear end of CAR2 stop/slow for signals","VAN1 following too closely","Dry","Bright Sun","Fine","T Type Junction","Traffic Signal","0","0","1","1886206","5772485",
"30A/0/3.627","","I","SH 30","2800074","19/05/2008","Mon","0800","CAR1 EBD on SH 30A hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic, overseas pedestrian, pedestrian attention diverted eg cigarette, cell phone, music player","Dry","Overcast","Fine","T Type Junction","Stop Sign","1","0","1","1886206","5772485",
"SH 1N","","I","32/0/0","2905709","08/11/2009","Sun","0420","CAR1 EBD on SH 32 missed inters or end of road, CAR1 hit Cliff Bank, Ditch","CAR1 alcohol suspected, too fast on straight","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","0","1","1851849","5765179",
"SH 1N","","I","32/0/0","201005980","11/12/2010","Sat","2100","CAR1 EBD on SH 32 missed inters or end of road, CAR1 hit Fence, Traffic Sign","CAR1 alcohol test above limit or test refused, too fast on straight, stolen vehicle","Wet","Dark","Light Rain","T Type Junction","Give Way Sign","0","0","1","1851849","5765179",
"32/0/0.354","","I","BABERTON ST","2801118","21/01/2008","Mon","1147","CYCLIST1 (Age 45)EBD on SH 32 hit SUV2 turning right onto SH 32 from the left","SUV2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction, new driver showed inexperience","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","1","1851507","5765092",
"32/0/0.354","","I","BABERTON ST","201004111","05/08/2010","Thu","","VAN1 EBD on SH 32 hit SUV2 turning right onto SH 32 from the left","SUV2 failed to give way at give way sign, misjudged intentions of another party","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","0","2","1851507","5765092",
"32/0/0.831","","I","PAPANUI ST","2905090","28/10/2009","Wed","0618","CYCLIST1 (Age 76)WBD on SH 32 hit CAR2 merging from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Twilight","Fine","T Type Junction","Give Way Sign","0","0","1","1851036","5764992",
"32/0/0.95","","I","KELSO ST","201102670","11/05/2011","Wed","1036","CAR1 EBD on SH 32 hit CAR2 merging from the right","CAR2 failed to give way at give way sign","Wet","Overcast","Light Rain","T Type Junction","Give Way Sign","0","0","1","1850924","5764968",
"32/0/1.103","50","E","LOMOND AVENUE","201204406","21/09/2012","Fri","1004","CAR1 EBD on SH 32 lost control but did not leave the road, CAR1 hit Guard Rail, Traffic Island","CAR1 medical illness (not sudden eg flu)","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1850775","5764934",
"32/0/1.203","50","W","LOMOND AVENUE","201101561","16/03/2011","Wed","1244","CAR1 EBD on SH 32 hit PEDESTRIAN crossing road from left side","CAR1 didnt see/look when required to give way to ped  WHEELED PEDESTRIAN2 did not see or look for other party until too late, suddenly stepped onto pedestrian crossing","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1850678","5764913",
"32/0/1.578","20","E","ELIZABETH DRIVE","2905044","19/08/2009","Wed","1520","CAR1 EBD on SH 32 lost control; went off road to left, CAR1 hit Kerb","CAR1 suddenly swerved to avoid vehicle","Dry","Overcast","Fine","Unknown","N/A","0","0","4","1850306","5764833",
"OLD TAUPO ROAD","","I","32/0/3.381","201004197","03/09/2010","Fri","2315","CAR1 EBD on SH 32 missed inters or end of road, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused, too fast on straight, inattentive: failed to notice intersection or its stop/give way control","Wet","Dark","Fine","T Type Junction","Stop Sign","0","1","3","1848775","5763933",
"32/0/4.881","1500","W","OLD TAUPO ROAD","201004785","30/08/2010","Mon","1120","SUV1 EBD on SH 32 lost control turning right on right hand bend ","SUV1 attention diverted","Dry","Bright Sun","Fine","Unknown","Nil","0","0","1","1848554","5762532",
"32/0/5.381","2000","W","OLD TAUPO ROAD","2902085","25/01/2009","Sun","1050","load or trailer from VAN1 NBD on SH 32 ","VAN1 lost control, load not well secured or moved","Dry","Bright Sun","Fine","Unknown","N/A","0","0","1","1848501","5762034",
"32/0/7.247","","A","JACK HENRY ROAD","201005254","12/09/2010","Sun","1500","CAR1 NBD on SH 32 lost control turning left, CAR1 hit Cliff Bank","CAR1 too fast entering corner, lost control under heavy braking, attention diverted by passengers","Wet","Overcast","Fine","T Type Junction","Nil","0","0","2","1848364","5760198",
"32/0/7.881","4500","S","OLD TAUPO ROAD","201100087","18/08/2011","Thu","0755","TRUCK1 NBD on SH 32 lost control turning right on right hand bend ","TRUCK1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Unknown","Fine","Unknown","Nil","1","0","1","1848069","5759698",
"32/0/7.91","300","S","ACCESS ROAD","201101052","18/01/2011","Tue","2009","CAR1 NBD on SH 32 lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control when turning, new driver showed inexperience  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","0","2","1848043","5759683",
"32/0/9.91","2300","S","ACCESS ROAD","201005226","24/10/2010","Sun","1455","SUV1 SBD on SH 32 hit VEHB manoeuvring","SUV1 too far left/right, lost control, new driver showed inexperience  ENV: road surface (uneven)","Dry","Overcast","Fine","Unknown","N/A","0","0","1","1847003","5758239",
"32/0/13.373","250","E","TOATOA ROAD","201203439","09/07/2012","Mon","0637","SUV1 SBD on SH 32 lost control turning right, SUV1 hit Tree on right hand bend ","SUV1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","N/A","0","0","2","1847553","5754909",
"32/0/13.681","10300","W","OLD TAUPO ROAD W","2903645","21/06/2009","Sun","1240","CAR1 SBD on SH 32 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 lost control when turning, lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","Nil","0","0","2","1847384","5754654",
"32/15/0.542","1800","N","ALBCORE ROAD N","2803822","13/06/2008","Fri","0947","CAR1 SBD on SH 32 lost control turning left, CAR1 hit Cliff Bank","CAR1 too fast entering corner, lost control when turning, mental illness (eg depression)","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1846042","5753513",
