"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"6/416/9.581","380","N","MCLEANS PIT ROAD","201121089","04/01/2011","Tue","0200","VAN1 NBD on SH 6 lost control turning right, VAN1 hit Bridge, Tree on right hand bend ","VAN1 lost control when turning, fatigue (drowsy, tired, fell asleep)","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1455417","5301342",
"6/416/11.641","100","W","TAYLORVILLE ROAD","201221166","16/01/2012","Mon","0745","CAR1 EBD on SH 6 lost control turning right, CAR1 hit Post Or Pole on right hand bend ","CAR1 lost control when turning, new driver showed inexperience","Wet","Bright Sun","Fine","Unknown","N/A","0","1","0","1454923","5299492",
"6/416/12.662","630","E","BRIGHT ST","2920050","25/10/2009","Sun","1710","MOTOR CYCLE1 NBD on SH 6 lost control turning right, MOTOR CYCLE1 hit Bridge on right hand bend ","MOTOR CYCLE1 alcohol test below limit, too fast entering corner, driving unfamiliar vehicle","Dry","Bright Sun","Fine","Unknown","N/A","1","0","0","1453914","5299429",
"6/430/1.716","10","S","FRANKLIN ST","201121472","28/02/2011","Mon","1045","SUV1 entering/leaving driveway hit PEDESTRIAN walking on footpath","SUV1 misjudged pedestrians movement or intention  PEDESTRIAN2 pedestrian attention diverted eg cigarette, cell phone, music player  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1452293","5297712",
"6/430/2.43","50","N","MARLBOROUGH ST","201221024","13/01/2012","Fri","2200","CAR1 NBD on SH 6 hit PEDESTRIAN crossing road from left side","CAR1 failed to give way to ped on a xing  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","N/A","0","1","0","1451714","5297294",
"6/430/2.468","","I","MARLBOROUGH ST","201022033","17/06/2010","Thu","1845","TRUCK1 WBD on SH 6 hit rear of SUV2 turning right from centre line","TRUCK1 following too closely, attention diverted by cigarette etc  SUV2 alcohol suspected","Wet","Dark","Light Rain","X Type Junction","Stop Sign","0","1","1","1451673","5297265",
"6/430/2.476","","I","MARLBOROUGH ST","2821864","21/04/2008","Mon","1420","CAR1 EBD on MARLBOROUGH ST hit MOTOR CYCLE2 crossing at right angle from right","CAR1 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","X Type Junction","Stop Sign","0","1","1","1451673","5297265",
"6/430/14.512","30","N","TARAMAKAU RIV BR","201020064","03/11/2010","Wed","1858","CAR1 NBD on SH 6 hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Bright Sun","Fine","Unknown","Give Way Sign","1","0","0","1447653","5286371",
"6/430/14.542","","A","TARAMAKAU RIV BR","201121509","16/03/2011","Wed","1447","MOTOR CYCLE1 NBD on SH 6 lost control turning left","ENV: road slippery (rain)","Wet","Overcast","Heavy Rain","Unknown","Give Way Sign","0","1","0","1447667","5286344",
"6/430/14.542","","A","TARAMAKAU RIV BR","201121596","11/03/2011","Fri","1540","MOTOR CYCLE1 SBD on SH 6 lost control turning right on right hand bend ","ENV: slippery","Wet","Overcast","Heavy Rain","Unknown","Give Way Sign","0","1","1","1447667","5286344",
"6/445/0.199","","A","TARAMAKAU RIV BR","2923527","30/11/2009","Mon","1745","MOTOR CYCLE1 NBD on SH 6 lost control but did not leave the road, MOTOR CYCLE1 hit Bridge","ENV: road slippery (rain), surface","Wet","Overcast","Heavy Rain","Unknown","N/A","0","1","0","1447789","5286127",
"6/445/0.199","","A","TARAMAKAU RIV BR","201023069","24/11/2010","Wed","1420","CYCLIST1 (Age 63)NBD on SH 6 miscellaneous, CYCLIST1 hit Other","CYCLIST1 lost control due to road conditions, inattentive  ENV: road surface (uneven)","Dry","Bright Sun","Fine","Unknown","Give Way Sign","0","1","0","1447789","5286127",
"6/445/12.029","","A","WAIMEA CRK BR","2922079","08/05/2009","Fri","1535","TRUCK1 NBD on SH 6 hit CAR2 headon on straight","TRUCK1 too far left/right, inattentive","Dry","Overcast","Fine","Unknown","N/A","0","1","1","1441802","5278043",
"6/463/0.09","","A","ARAHURA RIV BR","2921100","30/01/2009","Fri","1815","MOTOR CYCLE1 NBD on SH 6 lost control turning right on right hand bend ","ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","1","1","1438421","5273689",
"6/463/7.709","10","N","HOKITIKA RAIL XING","201123018","08/12/2011","Thu","0500","MOTOR CYCLE1 NBD on SH 6 lost control but did not leave the road","MOTOR CYCLE1 lost control  ENV: slippery","Dry","Overcast","Fine","Unknown","Give Way Sign","0","1","0","1433307","5268303",
"6/471/1.121","50","S","GOLF LINKS ROAD","2823563","02/09/2008","Tue","0735","CAR1 NBD on SH 6 lost control turning left, CAR1 hit Fence, Traffic Sign","CAR1 lost control when turning, attention diverted by cigarette etc  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","1","0","1432867","5267088",
"6/471/13.517","540","N","WOODSTOCK RIMU ROAD","2822981","01/10/2008","Wed","1420","SUV1 SBD on SH 6 lost control turning right on right hand bend ","SUV1 lost control while returning to seal from unsealed shoulder, inattentive","Dry","Bright Sun","Fine","Unknown","N/A","0","1","2","1428394","5257242",
"6/489/9.224","200","N","TOTARA VALLEY ROAD","2821751","20/04/2008","Sun","2010","CAR1 SBD on SH 6 hit obstruction, CAR1 hit Stray Animal","ENV: farm animal straying","Dry","Dark","Fine","Unknown","N/A","0","1","0","1423634","5249148",
"6/501/15.596","","A","KAKAPOTAHI RIV BR","201221151","10/01/2012","Tue","1200","VAN1 EBD on SH 6 hit rear end of VAN2 stopped/moving slowly, VAN2 hit Bridge","VAN1 misjudged speed, distance or position","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1413540","5239020",
"6/519/4.894","380","N","DUNLOP CRK BR","201022259","05/07/2010","Mon","0645","SUV1 NBD on SH 6 lost control turning left, SUV1 hit Tree, Ditch","SUV1 lost control when turning, fatigue due to lack of sleep, worn tread on tyre  ENV: road slippery (frost or ice)","Ice/ Snow","Bright Sun","Fine","Unknown","N/A","0","1","0","1409685","5234618",
"6/541/4.523","500","W","ROBERTSON ROAD","2920017","13/04/2009","Mon","1816","VAN1 SBD on SH 6 hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 Intoxicated non-driver, crossing road, running heedless of traffic","Wet","Dark","Light Rain","Unknown","N/A","1","0","0","1402494","5219504",
"6/541/7.861","1710","W","WANGANUI FLAT ROAD","201120007","08/03/2011","Tue","1200","CAR1 WBD on SH 6 lost control on straight and hit MOPED2 head on, CAR1 hit Ditch, MOPED2 hit Ditch","CAR1 too far left/right, lost control, lost control while returning to seal from unsealed shoulder, overseas/migrant driver failed to adjust to NZ road rules and road conditions  MOPED2 alcohol not suspected, tested and -ve (MoT use only)","Dry","Bright Sun","Fine","Unknown","N/A","1","1","0","1399187","5219777",
"6/541/9.483","710","N","POERUA VALLEY ROAD","2922015","13/03/2009","Fri","1730","SUV1 NBD on SH 6 lost control turning right on right hand bend ","SUV1 lost control while returning to seal from unsealed shoulder","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1397629","5219546",
"6/551/7.387","1000","W","HERCULES CRK CV","2821153","04/02/2008","Mon","1000","VAN1 NBD on SH 6 lost control turning right, VAN1 went Over Bank on right hand bend ","VAN1 lost control due to road conditions, incorrect use of vehicle controls  ENV: surface","Wet","Overcast","Heavy Rain","Unknown","N/A","0","2","0","1392755","5216099",
"6/570/3.949","","I","BOWER HILL ROAD","201021240","25/02/2010","Thu","1627","CAR1 SBD on SH 6 missed inters or end of road, CAR1 hit Fence, Tree","CAR1 inattentive: failed to notice intersection or its stop/give way control, attention diverted by passengers","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1387983","5204434",
"6/570/12.746","740","E","WAITANGITAONA RIV BR","201022445","17/07/2010","Sat","0420","VAN1 EBD on SH 6 lost control turning left","VAN1 alcohol suspected, lost control when turning, fatigue due to lack of sleep","Dry","Dark","Fine","Unknown","N/A","0","1","1","1382166","5203909",
"6/596/7.228","3100","S","JETTY BAY","2922306","01/07/2009","Wed","1940","VAN1 SBD on SH 6 overtaking hit VAN2 turning right","VAN1 overtaking vehicle signaling right turn, misjudged intentions of another party  ENV: entering or leaving land use","Dry","Dark","Fine","Driveway","Nil","0","1","1","1373203","5196275",
"6/596/10.04","320","N","TATARE RIV BR","201121865","07/05/2011","Sat","0208","CAR1 NBD on SH 6 lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 alcohol suspected, too fast entering corner, lost control when turning","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1372202","5194670",
"6/626/6.92","150","S","SULLIVAN ROAD S","2820006","09/01/2008","Wed","0450","TRUCK1 SBD on SH 6 hit PEDESTRIAN","PEDESTRIAN2 Intoxicated non-driver, pedestrian playing on road or unnecessarily on road","Dry","Dark","Fine","Unknown","N/A","1","0","0","1358702","5182959",
"6/626/7.124","1000","N","FOX GLACIER ACCESS","2822984","18/09/2008","Thu","2140","MOTOR CYCLE1 SBD on SH 6 lost control turning left, MOTOR CYCLE1 hit Ditch","MOTOR CYCLE1 alcohol test above limit or test refused, illness with no warning (eg heart attack)","Dry","Dark","Fine","Unknown","N/A","0","1","0","1358661","5182760",
"6/639/5.376","1300","E","OHINETAMATUA RIVER ROAD","201221106","20/01/2012","Fri","1430","MOTOR CYCLE1 EBD on SH 6 lost control turning right, MOTOR CYCLE1 went Over Bank on right hand bend ","MOTOR CYCLE1 too fast entering corner, lost control when turning, casualty thrown from vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1349605","5180406",
"6/639/16.965","","A","STONEY CRK BR KARANGARUA","201021315","06/03/2010","Sat","0735","CAR1 SBD on SH 6 lost control turning right, CAR1 hit Ditch on right hand bend ","CAR1 too fast entering corner, lost control when turning, overseas/migrant driver failed to adjust to NZ road rules and road conditions  ENV: road surface under construction or maintenance","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1343684","5172770",
"6/659/8.047","","A","MANAKAIAUA RIV BR","201220032","08/06/2012","Fri","2100","CAR1 WBD on SH 6 lost control; went off road to right, CAR1 hit Guard Rail, Water/River","CAR1 alcohol not suspected, tested and -ve (MoT use only), overseas/migrant driver failed to adjust to NZ road rules and road conditions, fatigue (drowsy, tired, fell asleep)","Wet","Dark","Light Rain","Unknown","N/A","1","0","0","1334500","5171359",
"6/670/4.911","2130","N","BRUCE BAY REST AREA","201120012","05/04/2011","Tue","1230","CAR1 NBD on SH 6 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 lost control when turning, on incorrect side of the island or median, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","N/A","1","2","0","1327749","5169211",
"6/683/8.368","140","N","BLACKWATER CRK CV","2922226","22/06/2009","Mon","1900","VAN1 SBD on SH 6 lost control; went off road to right, VAN1 hit Cliff Bank, Tree","VAN1 lost control under heavy braking, overseas/migrant driver failed to adjust to NZ road rules and road conditions, driver over-reacted  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","N/A","0","2","0","1320105","5156415",
"6/709/5.793","6000","S","MOERAKI RIV BR","201120060","28/12/2011","Wed","1600","VAN1 NBD on SH 6 lost control on curve and hit CAR2 head on","VAN1 overseas/migrant driver failed to adjust to NZ road rules and road conditions, fatigue (drowsy, tired, fell asleep)","Dry","Overcast","Fine","Unknown","N/A","2","2","0","1303700","5149073",
"6/709/7.553","","A","KAKA CRK BR","2822660","29/07/2008","Tue","0900","CAR1 SBD on SH 6 lost control; went off road to left, CAR1 hit Cliff Bank, Over Bank","CAR1 too far left/right","Wet","Overcast","Light Rain","Unknown","N/A","0","1","0","1302728","5150523",
"6/709/10.793","1000","E","MOERAKI RIV BR","201121866","25/04/2011","Mon","1400","CAR1 WBD on SH 6 lost control on curve and hit VAN2 head on","CAR1 lost control when turning, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Wet","Bright Sun","Fine","Unknown","N/A","0","1","2","1300109","5152262",
"6/723/11.184","1600","N","SHIP CRK BR","201122361","19/08/2011","Fri","0800","CAR1 NBD on SH 6 lost control; went off road to right","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Twilight","Fine","Unknown","N/A","0","2","0","1291242","5148586",
"6/723/11.184","1600","N","SHIP CRK BR","201123361","19/08/2011","Fri","0800","CAR1 NBD on SH 6 lost control; went off road to right","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Twilight","Fine","Unknown","N/A","0","1","0","1291242","5148586",
"6/723/12.85","15000","N","HAAST PASS SUMMIT","201221779","05/02/2012","Sun","1930","MOTOR CYCLE1 SBD on SH 6 lost control turning right on right hand bend ","MOTOR CYCLE1 lost control when turning  ENV: road slippery (loose material on seal)","Dry","Twilight","Fine","Unknown","N/A","0","1","1","1289924","5147633",
"6/740/0.084","","A","WAITA RIV BR","201221758","31/03/2012","Sat","1444","MOTOR CYCLE1 NBD on SH 6 hit rear end of MOTOR CYCLE2 stopped/moving slowly","MOTOR CYCLE1 failed to notice car slowing","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1287953","5144101",
"6/750/1.074","","I","HAAST JACKSON BAY ROAD","201120033","15/07/2011","Fri","2230","SUV1 EBD on HAAST JACKSON BAY ROAD lost control turning right on right hand bend ","SUV1 alcohol test above limit or test refused, too fast entering corner, casualty thrown from vehicle, tyres","Wet","Dark","Fine","T Type Junction","Give Way Sign","1","0","0","1282139","5136151",
"6/750/1.824","750","S","HAAST JACKSON BAY ROAD","201223415","03/12/2012","Mon","1947","SUV1 NBD on SH 6 lost control turning left","SUV1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Twilight","Fine","Unknown","N/A","0","1","0","1282370","5135465",
"6/750/4.445","500","S","MARKS ROAD","201121080","02/02/2011","Wed","1700","MOTOR CYCLE1 SBD on SH 6 overtaking hit VAN2 turning right","MOTOR CYCLE1 overtaking vehicle signaling right turn  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1282593","5133112",
"6/750/4.795","850","S","MARKS ROAD S","2923073","09/10/2009","Fri","0001","MOTOR CYCLE1 NBD on SH 6 lost control turning right on right hand bend ","MOTOR CYCLE1 lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","0","1282583","5132778",
"6/750/15.468","","A","THOMAS BLUFF","201122094","22/03/2011","Tue","1600","CAR1 NBD on SH 6 lost control turning left, CAR1 hit Other","CAR1 lost control when turning, attention diverted by driver dazzled by sun/lights, driving unfamiliar vehicle  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","N/A","0","2","0","1290953","5127166",
"6/767/13.292","","A","THE ROARING BILLY CPK","201122873","05/11/2011","Sat","1445","MOTOR CYCLE1 WBD on SH 6 overtaking hit CAR2 turning right","MOTOR CYCLE1 alcohol test result unknown  CAR2 didnt see/look behind when changing lanes, position or direction  ENV: entering or leaving other non-commercial","Wet","Overcast","Fine","Driveway","Nil","0","1","0","1301758","5128148",
"6/783/6.497","300","S","PIVOT CRK BR","2823413","07/12/2008","Sun","1720","CAR1 EBD on SH 6 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 too fast entering corner, lost control when turning","Dry","Overcast","Fine","Unknown","N/A","0","1","1","1309347","5125351",
"6/783/12.135","200","E","BIG CRK CV","201022260","11/07/2010","Sun","1730","SUV1 SBD on SH 6 lost control turning right, SUV1 went Over Bank, Tree on right hand bend ","SUV1 lost control when turning, inattentive, overseas/migrant driver failed to adjust to NZ road rules and road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","Unknown","N/A","0","1","2","1312560","5123524",
"6/783/12.889","2000","S","CLARKE BLUFF","201021996","05/06/2010","Sat","2000","CAR1 SBD on SH 6 lost control; went off road to right, CAR1 hit Tree","CAR1 lost control, fatigue due to lack of sleep","Dry","Dark","Mist","Unknown","N/A","0","1","0","1312063","5122971",
"6/800/7.356","250","N","THE TRICKLE NO 2","201220020","18/04/2012","Wed","0515","SUV1 NBD on SH 6 lost control but did not leave the road, SUV1 hit Fence","SUV1 alcohol not suspected, tested and -ve (MoT use only), lost control, attention diverted by cigarette etc","Wet","Dark","Fine","Unknown","N/A","1","0","1","1310112","5115481",
"6/800/7.706","100","S","THE TRICKLE NO 2","2823678","20/12/2008","Sat","1830","MOTOR CYCLE1 SBD on SH 6 cutting corner hit VAN2 head on","MOTOR CYCLE1 cutting corner on bend, new driver showed inexperience","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1310148","5115170",
"60/0/1.463","80","W","PUGH ROAD","2811228","20/02/2008","Wed","2130","CAR1 SBD on SH 60 overtaking hit CAR2 head on","CAR1 failed to notice oncoming traffic  CAR2 headlights inadequate or no headlights","Dry","Dark","Fine","Unknown","Nil","0","1","2","1613090","5424027",
"60/0/1.663","280","W","PUGH ROAD","2810030","19/04/2008","Sat","1420","CAR1 WBD on SH 60 lost control on straight and hit TRUCK2 head on","CAR1 alcohol test below limit, too fast on straight, towed vehicle or trailer too heavy or incompatible","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1612962","5424180",
"60/0/2.789","","I","BARTLETT ROAD","201111335","08/03/2011","Tue","0920","CAR1 EBD on SH 60 hit CAR2 crossing at right angle from right","CAR2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","X Type Junction","Stop Sign","0","1","1","1612242","5425045",
"60/0/5.921","","I","MOUTERE HIGHWAY","201210061","27/10/2012","Sat","1715","MOTOR CYCLE1 WBD on SH 60 hit CAR2 turning right onto SH 60 from the left","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only)  CAR2 alcohol test below limit, failed to give way at stop sign, misjudged speed etc of vehicle coming from another dirn with right of way","Wet","Overcast","Light Rain","T Type Junction","Stop Sign","1","0","0","1610120","5427319",
"60/0/8.956","800","E","MAISEY ROAD","2812937","17/08/2008","Sun","1435","CAR1 NBD on SH 60 lost control on curve and hit CAR2 head on, CAR1 hit Cliff Bank","CAR1 too fast entering corner, overtaking line of traffic or queue, cut in after overtaking","Dry","Overcast","Fine","Unknown","Nil","0","3","4","1607636","5428899",
"60/0/12.218","200","N","BRONTE ROAD EAST","201211132","05/02/2012","Sun","0830","CAR1 NBD on SH 60 lost control on curve and hit SUV2 head on, CAR1 hit House Or Bldg, Post Or Pole","CAR1 lost control when turning, fatigue due to lack of sleep","Wet","Overcast","Light Rain","Unknown","Nil","0","1","1","1606074","5431166",
"60/0/13.337","","I","APPLE VALLEY ROAD","201111830","22/03/2011","Tue","0950","VAN1 NBD on SH 60 hit CAR2 turning right onto SH 60 from the left","CAR2 failed to give way at stop sign","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","1","0","1605926","5432254",
"60/15/14.572","700","S","WHARF ROAD","2810081","15/12/2008","Mon","1630","CAR1 NBD on SH 60 swinging wide hit CAR2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), failed to keep left, intentional or criminal","Wet","Overcast","Light Rain","Unknown","Nil","1","1","0","1600723","5445742",
"60/15/14.962","310","S","WHARF ROAD","2810015","17/02/2008","Sun","0100","CAR1 SBD on SH 60 hit PEDESTRIAN","CAR1 did not see or look for other party until too late, headlights inadequate or no headlights  PEDESTRIAN2 Intoxicated non-driver, pedestrian wearing dark clothing, pedestrian sitting / lying on road","Dry","Dark","Fine","Unknown","Nil","1","0","0","1600823","5446118",
"60/17/3.081","80","N","STRONG LOOP","201211611","15/04/2012","Sun","1320","CAR1 NBD on SH 60 lost control on curve and hit CAR2 head on","CAR1 too fast for conditions, attention diverted, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","Nil","0","2","2","1602230","5443112",
"60/17/11.73","200","S","MOANA ROAD","201011051","17/01/2010","Sun","0435","VAN1 NBD on SH 60 cutting corner hit VAN2 head on, VAN2 hit Water/River","VAN1 alcohol test above limit or test refused, on incorrect side of the island or median  VAN2 alcohol test above limit or test refused","Dry","Dark","Fine","Unknown","Nil","0","1","1","1601884","5443407",
"60/33/2.989","260","N","STAPLES ST","201111984","03/07/2011","Sun","0220","SUV1 NBD on SH 60 lost control turning right, SUV1 hit Fence, Tree on right hand bend ","SUV1 alcohol test above limit or test refused, too fast for conditions","Dry","Dark","Fine","Unknown","Nil","0","1","0","1600996","5450408",
"60/33/4.331","","I","LODDER LANE","2811439","08/03/2008","Sat","2230","MOTOR CYCLE1 WBD on SH 60 hit obstruction, MOTOR CYCLE1 hit Stray Animal","MOTOR CYCLE1 did not see or look for other party until too late  ENV: animals","Dry","Dark","Fine","T Type Junction","Stop Sign","0","1","0","1600379","5451142",
"60/33/8.069","200","E","SWAMP ROAD","2812126","14/05/2008","Wed","0830","CAR2 turning right hit by oncoming SUV1 WBD on SH 60  SUV1 hit Fence","CAR2 failed to give way when turning to non-turning traffic  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","Nil","0","1","1","1598953","5453493",
"60/42/2.567","50","N","RIWAKA VALLEY ROAD","201212770","07/10/2012","Sun","","CAR1 NBD on SH 60 swinging wide hit CYCLIST2 (Age 52)head on","CAR1 swung wide on bend, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1596927","5455225",
"60/42/3.907","1390","N","RIWAKA VALLEY ROAD","2813318","27/10/2008","Mon","1736","CYCLIST1 (Age 37)SBD on SH 60 lost control turning left, CYCLIST1 hit Kerb","CYCLIST1 too fast entering corner","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1596360","5456018",
"60/42/9.967","7450","W","RIWAKA VALLEY ROAD","201213176","27/11/2012","Tue","2330","CAR1 EBD on SH 60 lost control turning left, CAR1 went Over Bank, Tree","CAR1 alcohol test above limit or test refused, lost control when turning, new driver showed inexperience, worn tread on tyre","Dry","Dark","Fine","Unknown","Nil","0","1","0","1593584","5458458",
"60/56/0.652","400","N","BATES ROAD","2811692","22/03/2008","Sat","1245","MOTOR CYCLE1 NBD on SH 60 lost control turning right, MOTOR CYCLE1 hit Other on right hand bend ","MOTOR CYCLE1 lost control when turning, inexperience","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1590678","5459119",
"60/56/12.828","1050","E","AARON CREEK ROAD","201210064","16/11/2012","Fri","1737","MOTOR CYCLE1 NBD on SH 60 lost control on curve and hit SUV2 head on","MOTOR CYCLE1 alcohol test below limit, alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, lost control when turning","Dry","Bright Sun","Fine","Unknown","N/A","1","0","1","1586088","5457265",
"60/70/2.865","2400","S","EAST TAKAKA ROAD","201112794","22/10/2011","Sat","1940","VAN1 SBD on SH 60 lost control turning right, VAN1 hit Fence on right hand bend ","VAN1 lost control when turning, attention diverted, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Dry","Overcast","Fine","Unknown","Nil","0","1","1","1585247","5460246",
"60/70/5.708","","I","URUWHENUA ROAD","201211117","09/02/2012","Thu","1700","SUV1 NBD on SH 60 hit CAR2 turning right onto SH 60 from the left, SUV1 hit Fence","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","1","1584641","5462829",
"60/70/17.427","600","N","HAMAMA ROAD","2912404","28/07/2009","Tue","1938","CAR1 NBD on SH 60 lost control on curve and hit CAR2 head on","CAR1 lost control while returning to seal from unsealed shoulder","Wet","Dark","Heavy Rain","Unknown","Nil","0","2","0","1583629","5473110",
"60/89/1.414","260","S","PARK AVENUE","201211003","09/01/2012","Mon","2026","CAR1 NBD on SH 60 lost control; went off road to right, CAR1 hit Post Or Pole, Other","CAR1 lost control, fatigue due to lack of sleep","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1584557","5475261",
"60/89/2.209","","I","LONG PLAIN ROAD","201211029","09/01/2012","Mon","1800","CAR2 turning right hit by oncoming CAR1 NBD on SH 60  CAR1 hit Fence, Traffic Sign","CAR2 failed to give way when turning to non-turning traffic, inattentive, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","3","1","1584189","5475965",
"60/89/12.312","1130","N","ONAHAU ROAD","2811368","25/02/2008","Mon","1608","TRUCK2 turning right hit by oncoming MOTOR CYCLE1 SBD on SH 60 ","TRUCK2 failed to give way when turning to non-turning traffic, attention diverted by driver dazzled by sun/lights  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1578741","5483014",
"60/103/3.235","50","W","OTERE BR","2810082","17/12/2008","Wed","1755","CAR1 NBD on SH 60 hit PEDESTRIAN crossing road from left side","CAR1 did not see or look for other party until too late  PEDESTRIAN2 crossing road, running heedless of traffic  ENV: visibility limited by curve, visibility limited by trees, entering or leaving private house / farm","Dry","Overcast","Fine","Unknown","Nil","1","0","0","1576078","5486433",
"60/103/6.101","200","N","WASHBOURN ROAD","2912525","17/07/2009","Fri","0145","VAN1 SBD on SH 60 lost control turning left, VAN1 went Over Bank","VAN1 alcohol test below limit, stolen vehicle","Wet","Dark","Light Rain","Unknown","Nil","0","1","1","1574905","5488893",
"60/103/6.401","500","N","WASHBOURN ROAD","2911338","29/01/2009","Thu","1515","CAR1 NBD on SH 60 swinging wide hit CAR2 head on, CAR2 hit Traffic Sign","CAR1 swung wide on bend","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1574903","5489192",
"60/103/6.617","450","S","UPPER TUKURUA ROAD","2812382","17/06/2008","Tue","1546","MOTOR CYCLE1 SBD on SH 60 lost control turning left","MOTOR CYCLE1 too fast entering corner, lost control under heavy braking, new driver showed inexperience","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1574749","5489325",
"60/103/6.638","740","N","WASHBOURN ROAD","201111008","01/01/2011","Sat","1250","VAN2 turning right hit by oncoming MOTOR CYCLE1 NBD on SH 60 ","VAN2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: visibility limited by crest or dip, entering or leaving other commercial","Dry","Overcast","Fine","Driveway","Nil","0","1","0","1574746","5489348",
"62/0/1.862","350","W","CRAVENS ROAD","201010001","02/01/2010","Sat","1215","CAR1 EBD on SH 62 hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing heedless of traffic, overseas pedestrian, pedestrian attention diverted eg cigarette, cell phone, music player","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1678677","5409698",
"62/0/3.163","20","E","SELMES ROAD","201010012","03/02/2010","Wed","0537","MOTOR CYCLE1 WBD on SH 62 hit rear of TRUCK2 turning right from centre line","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only), failed to notice indication of vehicle in front","Dry","Dark","Fine","T Type Junction","Nil","1","0","0","1677455","5409255",
"63/0/1.23","1230","W","SH 6","201012951","30/09/2010","Thu","1455","VAN1 WBD on SH 63 lost control on straight and hit CAR2 head on","VAN1 too fast for conditions, lost control due to road conditions, obstruction on roadway  ENV: road obstructed (flood waters), heavy rain","Wet","Overcast","Heavy Rain","Unknown","Nil","0","1","1","1668778","5403830",
"63/0/5.574","1100","E","LANARK LANE","2911028","18/01/2009","Sun","1557","MOTOR CYCLE1 WBD on SH 63 lost control; went off road to left, MOTOR CYCLE1 hit Post Or Pole","MOTOR CYCLE1 steering failed suddenly  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","Nil","0","2","0","1664441","5403614",
